"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (126) / (131)"	"Ratios: (127_N) / (131)"	"Ratios: (127_C) / (131)"	"Ratios: (128_N) / (131)"	"Ratios: (128_C) / (131)"	"Ratios: (129_N) / (131)"	"Ratios: (129_C) / (131)"	"Ratios: (130_N) / (131)"	"Ratios: (130_C) / (131)"	"Ratio Standard Errors [%]: (126) / (131)"	"Ratio Standard Errors [%]: (127_N) / (131)"	"Ratio Standard Errors [%]: (127_C) / (131)"	"Ratio Standard Errors [%]: (128_N) / (131)"	"Ratio Standard Errors [%]: (128_C) / (131)"	"Ratio Standard Errors [%]: (129_N) / (131)"	"Ratio Standard Errors [%]: (129_C) / (131)"	"Ratio Standard Errors [%]: (130_N) / (131)"	"Ratio Standard Errors [%]: (130_C) / (131)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"LOC107381906"	"XP_015809329.1"	"33.064949006978"	"56"	"72"	"56"	"1"	"1863"	"207.222"	"6.54"	"0.60"	"0.58"	"0.51"	"1.18"	"1.43"	"1.13"	"1.73"	"1.68"	"0.96"	"2.87"	"18.80"	"17.23"	"14.60"	"16.23"	"13.53"	"19.55"	"6.75"	"23.41"	""	"56"	"0"	"0"	"Green"	"248.576338561279"
"False"	"IsMasterProtein"	"LOC107387751"	"XP_015818399.1"	"69.1881918819188"	"46"	"89"	"46"	"1"	"542"	"59.767"	"8.13"	"0.09"	"0.28"	"0.15"	"0.11"	"0.27"	"0.24"	"5.21"	"3.40"	"0.53"	"43.72"	"28.98"	"2.13"	"25.32"	"20.02"	"56.00"	"4.21"	"2.15"	"11.33"	""	"46"	"0"	"0"	"Green"	"239.73949100969"
"False"	"IsMasterProtein"	"prpf8"	"XP_015807109.1"	"28.2617934551636"	"67"	"77"	"67"	"1"	"2353"	"275.278"	"8.85"	"0.80"	"1.01"	"0.82"	"1.00"	"0.97"	"0.89"	"1.21"	"1.28"	"1.78"	"8.76"	"19.19"	"11.30"	"14.38"	"8.74"	"8.49"	"23.21"	"24.32"	"4.42"	""	"67"	"0"	"0"	"Green"	"239.529146161319"
"False"	"IsMasterProtein"	"sptan1"	"XP_015798825.1"	"27.7934651068979"	"59"	"67"	"59"	"1"	"2479"	"284.895"	"5.29"	"0.68"	"0.88"	"0.53"	"0.42"	"1.00"	"0.96"	"2.34"	"2.07"	"1.11"	"14.93"	"8.96"	"25.37"	"20.63"	"7.06"	"6.41"	"12.49"	"20.80"	"9.25"	""	"59"	"0"	"0"	"Green"	"229.608396753123"
"False"	"IsMasterProtein"	"LOC107378920"	"XP_015804883.1"	"15.9992147624656"	"89"	"105"	"82"	"1"	"5094"	"577.931"	"5.87"	"0.81"	"1.01"	"0.70"	"0.70"	"1.17"	"1.10"	"1.19"	"1.27"	"1.29"	"11.29"	"6.81"	"19.15"	"4.17"	"11.55"	"7.45"	"11.32"	"13.32"	"16.32"	""	"89"	"0"	"0"	"Green"	"227.344716340059"
"False"	"IsMasterProtein"	"LOC107387434"	"XP_015817887.1"	"27.753108348135"	"63"	"87"	"61"	"1"	"2252"	"257.092"	"8.98"	"0.62"	"0.75"	"0.63"	"0.82"	"0.74"	"0.98"	"2.10"	"2.42"	"0.94"	"6.64"	"7.91"	"19.38"	"18.17"	"12.78"	"7.75"	"25.87"	"13.07"	"2.02"	""	"63"	"0"	"0"	"Green"	"225.059362496828"
"False"	"IsMasterProtein"	"dnajc13"	"XP_015810221.1"	"26.1233480176211"	"58"	"72"	"56"	"1"	"2270"	"256.376"	"6.83"	"0.75"	"0.97"	"0.86"	"1.04"	"1.29"	"1.16"	"1.22"	"1.40"	"1.44"	"6.39"	"14.36"	"1.06"	"14.90"	"30.25"	"15.41"	"10.90"	"10.11"	"6.43"	""	"58"	"0"	"0"	"Green"	"221.755253168802"
"False"	"IsMasterProtein"	"hdlbp"	"XP_015817830.1"	"48.0345911949685"	"63"	"83"	"62"	"1"	"1272"	"141.191"	"6.81"	"0.63"	"0.63"	"0.66"	"0.38"	"0.66"	"0.85"	"3.31"	"2.67"	"0.84"	"16.68"	"15.01"	"7.38"	"16.39"	"11.46"	"15.74"	"10.32"	"14.97"	"14.66"	""	"63"	"0"	"0"	"Green"	"221.423224421449"
"False"	"IsMasterProtein"	"hadha"	"XP_015825063.1"	"55.045871559633"	"42"	"59"	"42"	"1"	"763"	"82.566"	"8.73"	"1.40"	"0.96"	"0.82"	"0.93"	"1.01"	"1.02"	"1.89"	"1.55"	"1.15"	"3.40"	"39.99"	"10.17"	"8.92"	"1.40"	"16.45"	"21.72"	"11.41"	"9.57"	""	"42"	"0"	"0"	"Green"	"219.45886925669"
"False"	"IsMasterProtein"	"K2C1_HUMAN"	"(Common contaminant protein)"	"50.6998444790047"	"33"	"57"	"32"	"1"	"643"	"65.847"	"8.12"	"0.88"	"0.72"	"1.09"	"0.65"	"2.36"	"1.34"	"0.96"	"1.75"	"0.98"	"19.80"	"39.09"	"19.25"	"33.05"	"12.46"	"12.55"	"18.57"	"43.29"	"12.81"	""	"33"	"0"	"0"	"Green"	"205.898867562115"
"False"	"IsMasterProtein"	"LOC107372911"	"XP_015796593.1"	"55.0531914893617"	"33"	"56"	"33"	"1"	"752"	"84.133"	"8.79"	"1.36"	"0.61"	"0.83"	"1.52"	"0.88"	"0.89"	"1.62"	"0.94"	"1.71"	"6.22"	"54.32"	"17.22"	"19.71"	"12.11"	"12.16"	"24.82"	"7.27"	"19.61"	""	"33"	"0"	"0"	"Green"	"199.114247080833"
"False"	"IsMasterProtein"	"LOC107391868"	"XP_015824833.1"	"65.1282051282051"	"57"	"110"	"55"	"1"	"585"	"68.823"	"5.9"	"0.75"	"1.04"	"1.39"	"1.20"	"1.10"	"0.93"	"1.10"	"0.98"	"1.57"	"13.12"	"6.66"	"21.41"	"12.08"	"12.69"	"1.57"	"16.11"	"6.16"	"12.25"	""	"57"	"0"	"0"	"Green"	"193.878091250456"
"False"	"IsMasterProtein"	"mttp"	"XP_015799173.1"	"48.1941309255079"	"44"	"60"	"42"	"1"	"886"	"96.672"	"8.9"	"0.63"	"0.82"	"1.13"	"1.62"	"1.30"	"0.81"	"0.85"	"0.74"	"2.35"	"14.16"	"24.24"	"14.86"	"10.11"	"9.65"	"5.47"	"3.45"	"14.15"	"9.62"	""	"44"	"0"	"0"	"Green"	"193.769790314534"
"False"	"IsMasterProtein"	"actb"	"XP_015800880.1"	"61.436170212766"	"30"	"96"	"30"	"1"	"376"	"41.811"	"5.48"	"0.96"	"0.73"	"0.38"	"0.62"	"0.77"	"1.03"	"2.26"	"2.21"	"0.93"	"4.68"	"14.80"	"15.39"	"10.96"	"26.48"	"21.00"	"17.10"	"9.60"	"11.99"	""	"30"	"0"	"0"	"Green"	"192.567825691003"
"False"	"IsMasterProtein"	"atp5b"	"XP_015807912.1"	"57.8034682080925"	"26"	"55"	"25"	"1"	"519"	"55.298"	"5.22"	"0.84"	"0.46"	"0.33"	"3.76"	"0.76"	"0.96"	"0.94"	"1.04"	"0.67"	"14.46"	"19.36"	"34.58"	"5.41"	"23.01"	"4.64"	"10.35"	"2.41"	"14.51"	""	"26"	"0"	"0"	"Green"	"190.333521804478"
"False"	"IsMasterProtein"	"myo1c"	"XP_015832530.1"	"40.0190114068441"	"40"	"52"	"40"	"1"	"1052"	"120.868"	"8.94"	"0.75"	"0.58"	"0.44"	"1.01"	"0.86"	"0.94"	"2.31"	"2.20"	"1.25"	"24.10"	"6.43"	"5.28"	"21.52"	"16.09"	"16.62"	"12.46"	"37.26"	"13.21"	""	"40"	"0"	"0"	"Green"	"182.616758334254"
"False"	"IsMasterProtein"	"LOC107384303"	"XP_015812974.1"	"26.0849492151431"	"61"	"80"	"60"	"1"	"2166"	"248.126"	"8.31"	"0.65"	"0.86"	"0.74"	"0.95"	"1.04"	"0.95"	"1.68"	"1.70"	"1.21"	"2.36"	"7.12"	"21.56"	"15.00"	"6.57"	"8.85"	"1.22"	"10.39"	"16.53"	""	"61"	"0"	"0"	"Green"	"182.408490515538"
"False"	"IsMasterProtein"	"rpl4"	"XP_015819877.1"	"72.5333333333333"	"45"	"112"	"44"	"1"	"375"	"42.434"	"11.03"	"0.86"	"1.10"	"1.19"	"0.88"	"1.45"	"0.90"	"1.66"	"1.37"	"1.31"	"8.73"	"6.90"	"2.32"	"7.21"	"7.45"	"13.56"	"12.25"	"8.35"	"5.76"	""	"45"	"0"	"0"	"Green"	"176.2185388824"
"False"	"IsMasterProtein"	"LOC107385531"	"XP_015814959.1"	"50.9635974304069"	"28"	"49"	"27"	"1"	"467"	"51.736"	"5.77"	"1.12"	"1.00"	"0.74"	"0.69"	"1.42"	"1.47"	"1.51"	"1.37"	"1.60"	"8.22"	"16.41"	"10.51"	"7.86"	"1.81"	"12.82"	"32.40"	"21.22"	"1.59"	""	"28"	"0"	"0"	"Green"	"173.099523719766"
"False"	"IsMasterProtein"	"snd1"	"XP_015815216.1"	"48.4083424807903"	"46"	"69"	"43"	"1"	"911"	"102"	"7.21"	"0.72"	"0.84"	"0.85"	"0.90"	"0.73"	"0.83"	"2.85"	"1.67"	"1.09"	"1.89"	"9.77"	"8.06"	"8.94"	"11.25"	"12.53"	"11.82"	"7.87"	"7.73"	""	"46"	"0"	"0"	"Green"	"172.893907296366"
"False"	"IsMasterProtein"	"LOC107386347"	"XP_015816161.1"	"64.0866873065015"	"42"	"90"	"41"	"1"	"646"	"70.778"	"5.36"	"1.02"	"0.98"	"0.62"	"0.56"	"1.14"	"1.08"	"1.91"	"1.66"	"1.41"	"1.27"	"2.11"	"8.94"	"13.99"	"1.35"	"9.89"	"7.77"	"9.43"	"8.23"	""	"42"	"0"	"0"	"Green"	"171.483077916779"
"False"	"IsMasterProtein"	"vill"	"XP_015810628.1"	"43.7718277066356"	"34"	"55"	"33"	"1"	"859"	"95.631"	"6.48"	"0.77"	"0.85"	"0.40"	"0.71"	"0.75"	"0.94"	"1.98"	"2.26"	"1.25"	"27.27"	"19.48"	"30.16"	"13.51"	"8.26"	"20.07"	"18.12"	"12.27"	"12.42"	""	"34"	"0"	"0"	"Green"	"169.988632033934"
"False"	"IsMasterProtein"	"LOC107394916"	"XP_015829615.1"	"20.6218024399843"	"47"	"54"	"45"	"1"	"2541"	"271.231"	"6.05"	"0.84"	"1.01"	"0.91"	"0.55"	"1.16"	"1.00"	"1.49"	"1.40"	"1.33"	"22.16"	"18.25"	"13.69"	"41.93"	"14.85"	"1.23"	"5.42"	"11.69"	"25.58"	""	"47"	"0"	"0"	"Green"	"169.442017386324"
"False"	"IsMasterProtein"	"LOC107374749"	"XP_015798470.1"	"57.3502722323049"	"32"	"58"	"31"	"1"	"551"	"59.784"	"9.1"	"0.98"	"0.70"	"0.51"	"3.21"	"0.98"	"1.14"	"0.99"	"1.02"	"0.72"	"12.39"	"9.97"	"13.07"	"16.65"	"6.02"	"8.98"	"16.21"	"8.39"	"26.86"	""	"32"	"0"	"0"	"Green"	"168.499507630347"
"False"	"IsMasterProtein"	"parp4"	"XP_015797245.1"	"24.148236700538"	"37"	"50"	"37"	"1"	"1673"	"185.107"	"5.72"	"0.90"	"0.68"	"0.76"	"1.12"	"0.96"	"0.68"	"1.64"	"1.91"	"1.05"	"13.27"	"14.54"	"5.48"	"20.32"	"2.36"	"38.48"	"34.72"	"10.80"	"7.96"	""	"37"	"0"	"0"	"Green"	"166.616238958699"
"False"	"IsMasterProtein"	"eif3a"	"XP_015799613.1"	"31.7779565567176"	"45"	"60"	"44"	"1"	"1243"	"148.871"	"7.91"	"1.18"	"1.14"	"0.41"	"0.61"	"0.99"	"0.99"	"1.95"	"1.92"	"1.19"	"8.80"	"21.18"	"35.93"	"32.75"	"11.60"	"21.18"	"6.45"	"10.47"	"10.59"	""	"45"	"0"	"0"	"Green"	"166.507055757469"
"False"	"IsMasterProtein"	"cltc"	"XP_015816180.1"	"31.0303752233472"	"48"	"56"	"48"	"1"	"1679"	"191.619"	"5.66"	"0.72"	"0.69"	"0.41"	"0.49"	"0.88"	"0.95"	"2.11"	"1.68"	"1.21"	"7.81"	"16.08"	"19.07"	"1.00"	"9.02"	"26.17"	"20.32"	"23.54"	"19.13"	""	"48"	"0"	"0"	"Green"	"162.527570594952"
"False"	"IsMasterProtein"	"LOC107392070"	"XP_015825124.1"	"66.6666666666667"	"23"	"41"	"23"	"1"	"444"	"49.612"	"4.92"	"0.82"	"0.63"	"0.42"	"0.65"	"0.66"	"0.75"	"2.38"	"2.65"	"0.85"	"44.01"	"46.80"	"89.12"	"41.64"	"30.33"	"19.60"	"8.30"	"13.64"	"29.57"	""	"23"	"0"	"0"	"Green"	"158.577523982741"
"False"	"IsMasterProtein"	"LOC107388511"	"XP_015819571.1"	"15.9205548549811"	"37"	"47"	"37"	"1"	"3172"	"346.411"	"5.07"	"1.98"	"0.71"	"0.79"	"1.79"	"1.79"	"1.24"	"0.72"	"1.25"	"0.51"	"33.76"	"27.53"	"12.20"	"27.16"	"13.21"	"19.06"	"4.13"	"20.78"	"14.72"	""	"37"	"0"	"0"	"Green"	"157.630408033393"
"False"	"IsMasterProtein"	"cp"	"XP_015826554.1"	"36.1643835616438"	"36"	"53"	"36"	"1"	"1095"	"124.783"	"6.6"	"1.00"	"1.15"	"1.63"	"1.03"	"1.31"	"0.70"	"2.22"	"1.00"	"1.32"	"9.45"	"23.67"	"10.70"	"2.82"	"11.34"	"10.06"	"16.16"	"3.10"	"3.08"	""	"36"	"0"	"0"	"Green"	"155.311473003571"
"False"	"IsMasterProtein"	"LOC107388379"	"XP_015819353.1"	"65.7831325301205"	"28"	"65"	"28"	"1"	"415"	"46.59"	"8.27"	"0.15"	"0.22"	"0.13"	"0.17"	"0.36"	"0.34"	"5.62"	"2.09"	"0.72"	"37.51"	"20.68"	"22.35"	"6.12"	"1.33"	"57.89"	"10.18"	"11.38"	"18.64"	""	"28"	"0"	"0"	"Green"	"154.526328897924"
"False"	"IsMasterProtein"	"cdh17"	"XP_015805950.1"	"37.9032258064516"	"34"	"52"	"34"	"1"	"868"	"96.264"	"4.73"	"0.75"	"0.58"	"0.51"	"3.99"	"0.97"	"1.15"	"0.97"	"0.92"	"0.96"	"10.53"	"9.33"	"14.95"	"3.27"	"15.10"	"16.49"	"5.44"	"7.65"	"12.27"	""	"34"	"0"	"0"	"Green"	"152.55338064138"
"False"	"IsMasterProtein"	"LOC107380909"	"XP_015807800.1"	"51.0259917920657"	"31"	"40"	"31"	"1"	"731"	"78.917"	"5.86"	"0.69"	"0.45"	"0.70"	"2.32"	"1.28"	"1.10"	"0.78"	"1.59"	"0.50"	"23.93"	"15.64"	"13.72"	"5.27"	"14.72"	"25.58"	"19.52"	"15.65"	"17.66"	""	"31"	"0"	"0"	"Green"	"150.464933581181"
"False"	"IsMasterProtein"	"anxa4"	"XP_015796835.1"	"76.0869565217391"	"30"	"40"	"30"	"1"	"322"	"35.534"	"6.58"	"0.77"	"0.43"	"0.45"	"1.47"	"0.64"	"1.05"	"1.27"	"2.05"	"0.76"	"21.63"	"24.30"	"12.85"	"6.00"	"5.16"	"25.08"	"11.51"	"7.77"	"6.96"	""	"30"	"0"	"0"	"Green"	"149.437952718548"
"False"	"IsMasterProtein"	"snrnp200"	"XP_015827725.1"	"23.876404494382"	"54"	"62"	"51"	"1"	"2136"	"244.231"	"6.19"	"0.79"	"0.91"	"0.65"	"0.87"	"1.02"	"0.94"	"1.37"	"1.24"	"1.73"	"11.11"	"23.14"	"29.31"	"13.35"	"5.17"	"17.11"	"8.06"	"2.95"	"14.18"	""	"54"	"0"	"0"	"Green"	"147.652708906089"
"False"	"IsMasterProtein"	"LOC107396202"	"XP_015831279.1"	"35.427394438723"	"31"	"39"	"31"	"1"	"971"	"110.265"	"5.8"	"0.59"	"0.65"	"0.60"	"1.89"	"1.01"	"0.92"	"1.28"	"1.57"	"1.48"	"9.30"	"53.76"	"46.31"	"7.20"	"2.63"	"19.90"	"32.59"	"27.70"	"23.36"	""	"31"	"0"	"0"	"Green"	"146.548936821521"
"False"	"IsMasterProtein"	"LOC107392486"	"XP_015825806.1"	"68.7041564792176"	"31"	"60"	"31"	"1"	"409"	"45.383"	"5.54"	"0.95"	"0.95"	"0.74"	"0.51"	"1.16"	"0.97"	"2.21"	"1.70"	"1.49"	"25.57"	"4.91"	"26.61"	"13.69"	"8.98"	"4.33"	"26.27"	"15.38"	"8.30"	""	"31"	"0"	"0"	"Green"	"146.445782693548"
"False"	"IsMasterProtein"	"LOC107387843"	"XP_015818546.1"	"47.3053892215569"	"32"	"57"	"31"	"1"	"501"	"52.12"	"8.12"	"0.62"	"0.49"	"0.41"	"0.74"	"0.81"	"1.17"	"2.43"	"1.96"	"0.87"	"6.35"	"37.75"	"1.07"	"8.06"	"5.89"	"12.91"	"14.04"	"1.85"	"15.78"	""	"32"	"0"	"0"	"Green"	"146.22766057239"
"False"	"IsMasterProtein"	"rack1"	"XP_015799369.1"	"75.3943217665615"	"25"	"50"	"25"	"1"	"317"	"34.986"	"7.42"	"0.87"	"1.14"	"1.06"	"0.91"	"0.88"	"0.70"	"1.98"	"1.63"	"1.68"	"30.52"	"24.04"	"12.19"	"19.18"	"11.08"	"16.54"	"3.67"	"9.12"	"4.23"	""	"25"	"0"	"0"	"Green"	"145.94602183242"
"False"	"IsMasterProtein"	"LOC107381497"	"XP_015808682.1"	"73.0769230769231"	"34"	"49"	"34"	"1"	"338"	"38.635"	"7.21"	"0.79"	"1.11"	"0.59"	"0.89"	"1.40"	"0.91"	"2.77"	"1.90"	"0.71"	"6.74"	"23.55"	"15.08"	"12.44"	"23.53"	"23.70"	"10.80"	"2.88"	"8.16"	""	"34"	"0"	"0"	"Green"	"144.649394522312"
"False"	"IsMasterProtein"	"hspa5"	"XP_015798159.1"	"49.6171516079632"	"36"	"61"	"36"	"1"	"653"	"72.112"	"5.11"	"0.93"	"1.00"	"0.63"	"0.51"	"1.23"	"1.10"	"1.87"	"1.74"	"1.14"	"5.16"	"21.16"	"23.57"	"16.75"	"17.22"	"12.60"	"16.32"	"3.40"	"0.56"	""	"36"	"0"	"0"	"Green"	"143.862282232613"
"False"	"IsMasterProtein"	"hsp90ab1"	"XP_015802974.1"	"40.9655172413793"	"34"	"43"	"33"	"1"	"725"	"83.533"	"5.02"	"0.90"	"0.96"	"0.95"	"0.70"	"1.42"	"1.26"	"1.40"	"1.67"	"1.47"	"11.86"	"4.86"	"2.07"	"11.23"	"6.60"	"9.24"	"4.35"	"10.79"	"10.26"	""	"34"	"0"	"0"	"Green"	"141.638431611814"
"False"	"IsMasterProtein"	"nnt"	"XP_015796380.1"	"30.1747930082797"	"30"	"39"	"30"	"1"	"1087"	"113.67"	"7.06"	"0.55"	"0.62"	"0.47"	"3.84"	"1.04"	"1.39"	"0.77"	"0.87"	"0.74"	"13.72"	"57.34"	"27.95"	"8.05"	"10.10"	"10.88"	"17.83"	"11.90"	"16.82"	""	"30"	"0"	"0"	"Green"	"141.549582824765"
"False"	"IsMasterProtein"	"LOC107394933"	"XP_015829639.1"	"61.1713665943601"	"28"	"42"	"27"	"1"	"461"	"50.458"	"9.11"	"0.92"	"0.73"	"0.55"	"0.47"	"0.97"	"0.99"	"2.57"	"2.29"	"1.09"	"11.54"	"46.11"	"17.01"	"29.81"	"5.37"	"27.65"	"29.93"	"27.74"	"16.18"	""	"28"	"0"	"0"	"Green"	"140.983961545288"
"False"	"IsMasterProtein"	"rpn1"	"XP_015814754.1"	"50.8333333333333"	"31"	"38"	"31"	"1"	"600"	"67.812"	"6.68"	"0.79"	"0.76"	"0.62"	"2.45"	"1.28"	"1.13"	"1.19"	"1.29"	"0.87"	"28.55"	"32.04"	"27.40"	"4.22"	"21.52"	"5.80"	"18.67"	"14.02"	"13.47"	""	"31"	"0"	"0"	"Green"	"140.135010049418"
"False"	"IsMasterProtein"	"dsp"	"XP_015812307.1"	"19.9495858840475"	"63"	"74"	"61"	"1"	"2777"	"316.644"	"6.76"	"1.19"	"1.06"	"0.83"	"0.98"	"1.46"	"0.90"	"0.94"	"0.91"	"1.51"	"7.68"	"12.47"	"20.15"	"3.21"	"7.99"	"14.10"	"9.06"	"17.42"	"17.92"	""	"63"	"0"	"0"	"Green"	"139.334954160527"
"False"	"IsMasterProtein"	"rpsa"	"XP_015800696.1"	"60.0638977635783"	"25"	"47"	"24"	"1"	"313"	"34.477"	"5.01"	"0.52"	"0.94"	"0.73"	"0.90"	"1.13"	"0.88"	"2.10"	"2.04"	"1.21"	"59.19"	"10.75"	"67.65"	"32.35"	"11.81"	"32.40"	"35.83"	"24.64"	"21.42"	""	"25"	"0"	"0"	"Green"	"139.266421271961"
"False"	"IsMasterProtein"	"LOC107377659"	"XP_015802908.1"	"12.8445925477128"	"45"	"61"	"43"	"1"	"3301"	"369.238"	"6.34"	"0.70"	"0.93"	"0.74"	"0.70"	"1.27"	"1.13"	"1.40"	"1.39"	"1.15"	"17.13"	"8.06"	"35.84"	"22.25"	"2.36"	"15.00"	"12.35"	"18.26"	"23.48"	""	"45"	"0"	"0"	"Green"	"138.455745756074"
"False"	"IsMasterProtein"	"anxa1"	"XP_015827723.1"	"71.8100890207715"	"32"	"47"	"32"	"1"	"337"	"37.548"	"7.21"	"1.39"	"1.25"	"0.41"	"0.45"	"1.40"	"0.73"	"2.60"	"1.89"	"0.52"	"13.43"	"14.91"	"25.04"	"15.81"	"15.93"	"32.34"	"10.01"	"17.28"	"6.82"	""	"32"	"0"	"0"	"Green"	"138.326812634602"
"False"	"IsMasterProtein"	"vcl"	"XP_015818068.1"	"38.7429643527204"	"42"	"47"	"40"	"1"	"1066"	"116.481"	"6.18"	"1.15"	"0.94"	"0.66"	"0.51"	"1.27"	"0.92"	"1.69"	"1.54"	"1.38"	"3.80"	"4.86"	"10.90"	"17.44"	"11.68"	"21.77"	"17.87"	"12.72"	"10.13"	""	"42"	"0"	"0"	"Green"	"137.925180797147"
