"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (126) / (131)"	"Ratios: (127_N) / (131)"	"Ratios: (127_C) / (131)"	"Ratios: (128_N) / (131)"	"Ratios: (128_C) / (131)"	"Ratios: (129_N) / (131)"	"Ratios: (129_C) / (131)"	"Ratios: (130_N) / (131)"	"Ratios: (130_C) / (131)"	"Ratio Standard Errors [%]: (126) / (131)"	"Ratio Standard Errors [%]: (127_N) / (131)"	"Ratio Standard Errors [%]: (127_C) / (131)"	"Ratio Standard Errors [%]: (128_N) / (131)"	"Ratio Standard Errors [%]: (128_C) / (131)"	"Ratio Standard Errors [%]: (129_N) / (131)"	"Ratio Standard Errors [%]: (129_C) / (131)"	"Ratio Standard Errors [%]: (130_N) / (131)"	"Ratio Standard Errors [%]: (130_C) / (131)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"snd1"	"XP_015815216.1"	"45.5543358946213"	"43"	"61"	"40"	"1"	"911"	"102"	"7.21"	"0.72"	"0.69"	"1.78"	"1.29"	"1.17"	"1.53"	"1.23"	"0.76"	"0.75"	"7.66"	"0.60"	"11.28"	"12.86"	"15.04"	"3.26"	"18.38"	"11.97"	"7.68"	""	"43"	"0"	"0"	"Green"	"184.312920540272"
"False"	"IsMasterProtein"	"prph"	"XP_015815189.1"	"70.2991452991453"	"40"	"71"	"39"	"1"	"468"	"54.182"	"5.31"	"0.98"	"0.98"	"1.71"	"0.87"	"0.92"	"1.46"	"0.97"	"1.28"	"1.02"	"3.32"	"2.44"	"7.47"	"5.51"	"19.48"	"2.66"	"16.27"	"20.73"	"6.16"	""	"40"	"0"	"0"	"Green"	"182.506364959777"
"False"	"IsMasterProtein"	"LOC107391340"	"XP_015824099.1"	"74.8603351955307"	"47"	"83"	"47"	"1"	"537"	"58.813"	"5.26"	"0.88"	"0.80"	"1.76"	"1.16"	"0.78"	"0.91"	"1.66"	"1.09"	"1.13"	"3.06"	"6.13"	"9.88"	"12.14"	"17.40"	"7.63"	"8.78"	"11.69"	"8.33"	""	"47"	"0"	"0"	"Green"	"181.126660022369"
"False"	"IsMasterProtein"	"LOC107391886"	"XP_015824864.1"	"62.3409669211196"	"31"	"75"	"31"	"1"	"393"	"45.579"	"5.05"	"0.95"	"1.01"	"1.48"	"0.83"	"0.93"	"0.98"	"1.83"	"1.16"	"1.02"	"7.28"	"1.29"	"9.16"	"11.94"	"8.46"	"4.58"	"3.10"	"9.88"	"2.64"	""	"31"	"0"	"0"	"Green"	"177.708671696337"
"False"	"IsMasterProtein"	"LOC107379502"	"XP_015805769.1"	"30.9197651663405"	"37"	"61"	"36"	"1"	"1022"	"112.648"	"5.54"	"0.85"	"0.80"	"1.87"	"0.98"	"1.27"	"1.35"	"1.26"	"1.05"	"0.96"	"8.16"	"7.51"	"6.06"	"3.85"	"9.05"	"3.21"	"4.40"	"16.77"	"7.34"	""	"37"	"0"	"0"	"Green"	"177.544916546023"
"False"	"IsMasterProtein"	"LOC107383970"	"XP_015812417.1"	"57.0162481536189"	"39"	"68"	"39"	"1"	"677"	"73.007"	"6.7"	"0.79"	"0.60"	"1.85"	"1.20"	"1.28"	"1.26"	"1.31"	"0.94"	"0.93"	"6.86"	"8.77"	"4.38"	"3.28"	"16.14"	"1.57"	"8.61"	"5.14"	"5.80"	""	"39"	"0"	"0"	"Green"	"177.051952411529"
"False"	"IsMasterProtein"	"LOC107388869"	"XP_015820123.1"	"10.1697145112485"	"74"	"81"	"72"	"1"	"7601"	"817.281"	"7.78"	"0.91"	"0.93"	"1.51"	"1.00"	"1.00"	"1.00"	"1.23"	"1.00"	"1.00"	"9.42"	"11.58"	"20.95"	"0.00"	"0.00"	"0.00"	"17.73"	"0.75"	"0.05"	""	"74"	"0"	"0"	"Green"	"174.995323367941"
"False"	"IsMasterProtein"	"LOC107396234"	"XP_015831327.1"	"54.9382716049383"	"31"	"51"	"28"	"1"	"648"	"70.423"	"5.99"	"0.77"	"0.79"	"1.74"	"0.94"	"1.26"	"1.12"	"1.20"	"0.94"	"0.96"	"17.28"	"13.79"	"7.77"	"6.15"	"10.20"	"9.50"	"2.80"	"13.86"	"8.74"	""	"31"	"0"	"0"	"Green"	"174.702735450568"
"False"	"IsMasterProtein"	"LOC107388379"	"XP_015819353.1"	"67.4698795180723"	"31"	"112"	"31"	"1"	"415"	"46.59"	"8.27"	"0.66"	"0.54"	"1.63"	"1.16"	"1.05"	"1.42"	"1.43"	"0.89"	"0.80"	"3.64"	"2.51"	"5.69"	"7.38"	"4.48"	"9.13"	"13.56"	"3.45"	"4.45"	""	"31"	"0"	"0"	"Green"	"172.568677158604"
"False"	"IsMasterProtein"	"actb"	"XP_015800880.1"	"70.4787234042553"	"27"	"96"	"27"	"1"	"376"	"41.811"	"5.48"	"0.74"	"0.73"	"1.61"	"0.99"	"1.02"	"1.09"	"1.59"	"0.95"	"1.08"	"5.46"	"5.21"	"3.83"	"2.18"	"3.13"	"4.55"	"10.13"	"7.26"	"7.57"	""	"27"	"0"	"0"	"Green"	"172.003753838962"
"False"	"IsMasterProtein"	"atp5b"	"XP_015807912.1"	"48.9402697495183"	"25"	"55"	"24"	"1"	"519"	"55.298"	"5.22"	"0.59"	"0.70"	"1.57"	"0.72"	"0.99"	"0.95"	"1.17"	"1.09"	"1.59"	"12.46"	"11.25"	"10.50"	"10.54"	"19.30"	"2.95"	"1.52"	"8.53"	"10.50"	""	"25"	"0"	"0"	"Green"	"170.647953422442"
"False"	"IsMasterProtein"	"eno1"	"XP_015823179.1"	"73.6111111111111"	"33"	"67"	"33"	"1"	"432"	"47.174"	"6.18"	"0.85"	"0.81"	"1.71"	"1.05"	"1.32"	"1.38"	"1.49"	"1.00"	"0.99"	"8.00"	"6.13"	"1.31"	"3.70"	"21.20"	"0.82"	"6.64"	"0.81"	"1.30"	""	"33"	"0"	"0"	"Green"	"169.891853113911"
"False"	"IsMasterProtein"	"LOC107384380"	"XP_015813110.1"	"45.6834532374101"	"39"	"45"	"38"	"1"	"834"	"93.552"	"7.8"	"0.85"	"0.88"	"1.92"	"0.94"	"1.11"	"1.07"	"1.39"	"1.00"	"1.08"	"15.22"	"10.03"	"22.29"	"7.66"	"6.46"	"9.55"	"10.59"	"13.58"	"6.97"	""	"39"	"0"	"0"	"Green"	"169.881733357247"
"False"	"IsMasterProtein"	"LOC107376217"	"XP_015800690.1"	"25.2293577981651"	"42"	"47"	"42"	"1"	"1962"	"227.063"	"5.49"	"0.87"	"0.92"	"1.93"	"1.00"	"0.88"	"1.04"	"1.67"	"0.87"	"1.19"	"7.54"	"1.81"	"15.85"	"0.00"	"5.14"	"6.75"	"16.42"	"9.53"	"23.88"	""	"42"	"0"	"0"	"Green"	"162.472041046839"
"False"	"IsMasterProtein"	"vim"	"XP_015812083.1"	"53.5087719298246"	"30"	"49"	"29"	"1"	"456"	"52.69"	"5.39"	"1.00"	"0.94"	"1.60"	"0.74"	"0.77"	"0.87"	"1.78"	"1.15"	"1.29"	"5.65"	"4.90"	"18.35"	"9.50"	"8.25"	"8.19"	"12.03"	"7.26"	"5.67"	""	"30"	"0"	"0"	"Green"	"162.334920355726"
"False"	"IsMasterProtein"	"LOC107396989"	"XP_015832331.1"	"53.2710280373832"	"35"	"68"	"35"	"1"	"642"	"72.13"	"4.63"	"1.03"	"0.96"	"1.49"	"0.89"	"1.02"	"1.30"	"1.49"	"1.12"	"1.05"	"11.86"	"3.84"	"27.61"	"19.72"	"8.78"	"12.18"	"17.76"	"12.60"	"12.73"	""	"35"	"0"	"0"	"Green"	"159.871811016115"
"False"	"IsMasterProtein"	"LOC107387751"	"XP_015818399.1"	"56.4575645756458"	"35"	"65"	"35"	"1"	"542"	"59.767"	"8.13"	"0.76"	"1.00"	"1.82"	"1.10"	"1.33"	"1.30"	"1.35"	"0.86"	"1.11"	"14.18"	"5.71"	"14.43"	"16.53"	"26.85"	"6.50"	"5.82"	"19.02"	"2.56"	""	"35"	"0"	"0"	"Green"	"159.134614339742"
"False"	"IsMasterProtein"	"ap2b1"	"XP_015817311.1"	"43.0817610062893"	"38"	"47"	"38"	"1"	"954"	"105.945"	"5.35"	"0.68"	"1.09"	"1.91"	"1.14"	"1.29"	"1.28"	"1.43"	"0.93"	"1.00"	"19.42"	"10.24"	"5.95"	"28.22"	"16.65"	"2.07"	"25.47"	"14.24"	"9.33"	""	"38"	"0"	"0"	"Green"	"157.818700604353"
"False"	"IsMasterProtein"	"hadha"	"XP_015825063.1"	"43.5124508519004"	"29"	"40"	"29"	"1"	"763"	"82.566"	"8.73"	"0.85"	"0.80"	"1.48"	"0.87"	"1.10"	"1.34"	"1.20"	"0.73"	"0.77"	"31.32"	"38.26"	"17.70"	"29.20"	"19.25"	"13.91"	"27.37"	"9.14"	"26.60"	""	"29"	"0"	"0"	"Green"	"153.765009917177"
"False"	"IsMasterProtein"	"ap2a1"	"XP_015824737.1"	"35.6548856548857"	"33"	"46"	"32"	"1"	"962"	"106.244"	"6.65"	"0.83"	"0.95"	"1.75"	"1.10"	"1.19"	"1.09"	"1.39"	"0.98"	"1.02"	"8.76"	"7.12"	"3.72"	"9.06"	"17.22"	"8.09"	"9.48"	"13.57"	"0.61"	""	"33"	"0"	"0"	"Green"	"152.952116695273"
"False"	"IsMasterProtein"	"LOC107394134"	"XP_015828398.1"	"58.4392014519056"	"34"	"57"	"34"	"1"	"551"	"59.657"	"9.04"	"0.70"	"0.79"	"1.98"	"0.85"	"1.08"	"1.02"	"1.27"	"1.16"	"1.71"	"4.76"	"8.01"	"8.04"	"15.13"	"9.88"	"5.22"	"4.27"	"10.06"	"1.80"	""	"34"	"0"	"0"	"Green"	"150.221723352914"
"False"	"IsMasterProtein"	"hsp90ab1"	"XP_015802974.1"	"46.8965517241379"	"38"	"60"	"35"	"1"	"725"	"83.533"	"5.02"	"0.80"	"0.88"	"2.00"	"1.05"	"1.27"	"1.19"	"1.40"	"0.93"	"0.97"	"6.93"	"4.61"	"10.81"	"16.59"	"10.73"	"9.96"	"2.11"	"5.05"	"3.95"	""	"38"	"0"	"0"	"Green"	"150.188072148798"
"False"	"IsMasterProtein"	"LOC107374275"	"XP_015797909.1"	"35.1320321469575"	"32"	"47"	"31"	"1"	"871"	"98.861"	"6.25"	"0.75"	"2.06"	"1.78"	"1.20"	"1.42"	"1.39"	"0.98"	"0.59"	"0.67"	"8.66"	"11.71"	"11.60"	"5.61"	"14.29"	"8.01"	"6.22"	"15.36"	"11.09"	""	"32"	"0"	"0"	"Green"	"148.152322591256"
"False"	"IsMasterProtein"	"map2"	"XP_015831329.1"	"25.3052164261931"	"41"	"44"	"41"	"1"	"1802"	"201.881"	"4.88"	"0.68"	"0.80"	"1.88"	"0.95"	"0.99"	"1.14"	"1.13"	"1.10"	"1.02"	"9.21"	"22.25"	"28.80"	"11.79"	"29.19"	"12.51"	"9.79"	"15.70"	"6.13"	""	"41"	"0"	"0"	"Green"	"146.981075193001"
"False"	"IsMasterProtein"	"immt"	"XP_015819279.1"	"43.5185185185185"	"29"	"40"	"29"	"1"	"756"	"82.554"	"5.4"	"0.73"	"0.75"	"2.15"	"0.88"	"1.00"	"1.10"	"1.24"	"1.13"	"1.11"	"4.65"	"4.74"	"4.44"	"4.08"	"15.27"	"2.75"	"6.99"	"9.74"	"9.61"	""	"29"	"0"	"0"	"Green"	"146.892481367152"
"False"	"IsMasterProtein"	"eif3a"	"XP_015799613.1"	"27.9163314561545"	"39"	"52"	"39"	"1"	"1243"	"148.871"	"7.91"	"0.78"	"1.00"	"1.58"	"1.02"	"1.09"	"0.99"	"1.23"	"1.06"	"0.99"	"4.13"	"0.77"	"4.88"	"2.89"	"18.63"	"4.06"	"8.52"	"8.12"	"1.30"	""	"39"	"0"	"0"	"Green"	"146.387839665777"
"False"	"IsMasterProtein"	"LOC107380909"	"XP_015807800.1"	"49.7948016415869"	"32"	"45"	"32"	"1"	"731"	"78.917"	"5.86"	"0.80"	"0.69"	"1.89"	"0.88"	"1.41"	"1.05"	"1.09"	"1.18"	"1.05"	"11.61"	"6.67"	"9.10"	"10.61"	"1.08"	"7.46"	"14.05"	"3.77"	"4.25"	""	"32"	"0"	"0"	"Green"	"145.476399147182"
"False"	"IsMasterProtein"	"hdlbp"	"XP_015817830.1"	"38.7578616352201"	"50"	"64"	"49"	"1"	"1272"	"141.191"	"6.81"	"0.64"	"0.40"	"1.58"	"1.28"	"0.97"	"1.45"	"1.39"	"0.91"	"0.87"	"11.35"	"4.42"	"13.41"	"7.76"	"4.62"	"8.95"	"15.64"	"5.86"	"18.76"	""	"50"	"0"	"0"	"Green"	"145.356675705861"
"False"	"IsMasterProtein"	"nsf"	"XP_015800675.1"	"46.7114093959731"	"37"	"51"	"37"	"1"	"745"	"82.418"	"6.89"	"0.70"	"0.70"	"1.78"	"1.02"	"1.28"	"1.24"	"1.33"	"1.01"	"1.10"	"11.35"	"4.27"	"6.50"	"16.85"	"17.85"	"7.64"	"13.33"	"12.28"	"4.68"	""	"37"	"0"	"0"	"Green"	"142.980233386973"
"False"	"IsMasterProtein"	"gdi1"	"XP_015822434.1"	"59.0809628008753"	"23"	"36"	"23"	"1"	"457"	"51.246"	"5.35"	"0.70"	"0.76"	"1.86"	"0.89"	"1.15"	"1.18"	"1.06"	"0.80"	"0.80"	"13.81"	"16.36"	"1.17"	"11.77"	"15.82"	"12.40"	"8.21"	"17.84"	"11.62"	""	"23"	"0"	"0"	"Green"	"141.26736337649"
"False"	"IsMasterProtein"	"mdh2"	"XP_015804678.1"	"71.513353115727"	"20"	"32"	"20"	"1"	"337"	"35.382"	"8.15"	"0.84"	"0.74"	"1.99"	"1.03"	"1.18"	"1.29"	"1.29"	"0.88"	"0.98"	"1.18"	"20.93"	"9.30"	"2.72"	"13.34"	"8.23"	"14.83"	"4.66"	"2.77"	""	"20"	"0"	"0"	"Green"	"139.913751360368"
"False"	"IsMasterProtein"	"LOC107394873"	"XP_015829520.1"	"24.853228962818"	"26"	"37"	"26"	"1"	"1022"	"112.737"	"5.41"	"0.79"	"0.88"	"1.98"	"1.02"	"1.34"	"1.42"	"1.25"	"1.08"	"1.01"	"3.68"	"13.80"	"17.22"	"3.33"	"11.71"	"14.51"	"10.38"	"10.79"	"1.37"	""	"26"	"0"	"0"	"Green"	"135.240157384418"
