"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (126) / (131)"	"Ratios: (127_N) / (131)"	"Ratios: (127_C) / (131)"	"Ratios: (128_N) / (131)"	"Ratios: (128_C) / (131)"	"Ratios: (129_N) / (131)"	"Ratios: (129_C) / (131)"	"Ratios: (130_N) / (131)"	"Ratios: (130_C) / (131)"	"Ratio Standard Errors [%]: (126) / (131)"	"Ratio Standard Errors [%]: (127_N) / (131)"	"Ratio Standard Errors [%]: (127_C) / (131)"	"Ratio Standard Errors [%]: (128_N) / (131)"	"Ratio Standard Errors [%]: (128_C) / (131)"	"Ratio Standard Errors [%]: (129_N) / (131)"	"Ratio Standard Errors [%]: (129_C) / (131)"	"Ratio Standard Errors [%]: (130_N) / (131)"	"Ratio Standard Errors [%]: (130_C) / (131)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"vcl"	"XP_015818068.1"	"47.6547842401501"	"51"	"66"	"50"	"1"	"1066"	"116.481"	"6.18"	"0.91"	"0.86"	"0.68"	"0.59"	"1.05"	"0.76"	"2.64"	"1.64"	"0.94"	"8.85"	"14.03"	"36.49"	"38.08"	"8.39"	"25.50"	"35.53"	"25.22"	"18.40"	""	"51"	"0"	"0"	"Green"	"152.780177365384"
"False"	"IsMasterProtein"	"cndp2"	"XP_015829103.1"	"63.9240506329114"	"29"	"49"	"28"	"1"	"474"	"52.968"	"5.83"	"0.75"	"0.82"	"0.39"	"0.41"	"0.82"	"0.86"	"2.60"	"2.23"	"0.87"	"18.62"	"5.42"	"41.21"	"45.11"	"16.26"	"24.09"	"23.71"	"0.65"	"18.98"	""	"29"	"0"	"0"	"Green"	"152.304394910963"
"False"	"IsMasterProteinCandidate"	"actc1"	"XP_015825288.1"	"62.3342175066313"	"28"	"78"	"28"	"1"	"377"	"41.978"	"5.39"	"0.42"	"0.43"	"0.28"	"0.27"	"0.42"	"0.46"	"4.44"	"2.66"	"0.53"	"24.88"	"34.91"	"24.24"	"18.05"	"19.67"	"25.35"	"28.86"	"16.53"	"40.67"	""	"28"	"0"	"0"	"Green"	"149.801845591233"
"False"	"IsMasterProtein"	"acta2"	"XP_015817981.1"	"62.3342175066313"	"28"	"78"	"28"	"1"	"377"	"41.982"	"5.39"	"0.42"	"0.43"	"0.28"	"0.27"	"0.42"	"0.46"	"4.44"	"2.66"	"0.53"	"24.88"	"34.91"	"24.24"	"18.05"	"19.67"	"25.35"	"28.86"	"16.53"	"40.67"	""	"28"	"0"	"0"	"Green"	"149.801845591233"
"False"	"IsMasterProtein"	"LOC107385531"	"XP_015814959.1"	"50.9635974304069"	"27"	"72"	"26"	"1"	"467"	"51.736"	"5.77"	"1.08"	"0.90"	"0.75"	"0.60"	"1.30"	"0.63"	"1.95"	"1.40"	"0.94"	"25.48"	"32.14"	"30.31"	"22.29"	"29.03"	"22.83"	"31.27"	"23.67"	"24.52"	""	"27"	"0"	"0"	"Green"	"145.140290667479"
"False"	"IsMasterProtein"	"c3"	"XP_015824898.1"	"30.0873907615481"	"50"	"66"	"49"	"1"	"1602"	"179.627"	"6.05"	"0.75"	"0.71"	"0.72"	"0.47"	"0.89"	"0.78"	"2.44"	"1.54"	"0.83"	"3.32"	"30.77"	"34.16"	"38.75"	"14.79"	"26.19"	"35.02"	"32.92"	"24.95"	""	"50"	"0"	"0"	"Green"	"144.61101156641"
"False"	"IsMasterProtein"	"LOC107388968"	"XP_015820281.1"	"36.8905243790248"	"28"	"41"	"27"	"1"	"1087"	"120.684"	"6.14"	"0.97"	"0.98"	"0.63"	"0.53"	"1.16"	"0.85"	"2.04"	"1.83"	"1.65"	"14.51"	"15.36"	"45.94"	"33.89"	"23.04"	"31.12"	"30.02"	"19.12"	"24.19"	""	"28"	"0"	"0"	"Green"	"144.397513391178"
"False"	"IsMasterProtein"	"mdh2"	"XP_015804678.1"	"74.7774480712166"	"21"	"35"	"21"	"1"	"337"	"35.382"	"8.15"	"1.11"	"0.78"	"0.68"	"0.63"	"1.33"	"0.61"	"2.45"	"1.51"	"1.27"	"12.00"	"18.42"	"48.35"	"79.77"	"8.08"	"49.42"	"48.51"	"10.91"	"14.97"	""	"21"	"0"	"0"	"Green"	"141.670455684667"
"False"	"IsMasterProtein"	"hspa5"	"XP_015798159.1"	"52.9862174578867"	"35"	"59"	"34"	"1"	"653"	"72.112"	"5.11"	"1.09"	"0.93"	"0.65"	"0.49"	"1.41"	"0.72"	"2.19"	"1.49"	"1.00"	"9.75"	"42.67"	"29.88"	"25.79"	"9.04"	"7.07"	"6.08"	"17.57"	"12.48"	""	"35"	"0"	"0"	"Green"	"140.86665607361"
"False"	"IsMasterProtein"	"LOC107386347"	"XP_015816161.1"	"60.3715170278638"	"44"	"84"	"44"	"1"	"646"	"70.778"	"5.36"	"0.98"	"0.90"	"0.78"	"0.54"	"1.31"	"0.67"	"1.91"	"1.39"	"0.97"	"5.40"	"17.43"	"27.29"	"45.95"	"8.99"	"3.14"	"16.51"	"18.48"	"5.99"	""	"44"	"0"	"0"	"Green"	"140.660339952901"
"False"	"IsMasterProtein"	"LOC107382645"	"XP_015810355.1"	"54.6987951807229"	"22"	"36"	"22"	"1"	"415"	"46.703"	"6.64"	"0.40"	"0.97"	"1.44"	"0.95"	"2.13"	"0.81"	"1.35"	"0.88"	"1.73"	"39.44"	"13.26"	"30.85"	"41.46"	"2.12"	"27.99"	"7.68"	"14.13"	"27.93"	""	"22"	"0"	"0"	"Green"	"139.427043291597"
"False"	"IsMasterProtein"	"actn4"	"XP_015806728.1"	"40.2823018458198"	"34"	"45"	"34"	"1"	"921"	"105.156"	"5.12"	"0.84"	"0.78"	"0.53"	"0.49"	"0.94"	"0.62"	"2.24"	"1.78"	"0.97"	"16.74"	"25.01"	"24.24"	"54.00"	"29.84"	"59.14"	"22.47"	"42.00"	"8.59"	""	"34"	"0"	"0"	"Green"	"138.949782949871"
"False"	"IsMasterProtein"	"LOC107387751"	"XP_015818399.1"	"54.2435424354244"	"32"	"61"	"32"	"1"	"542"	"59.767"	"8.13"	"0.85"	"1.02"	"0.59"	"0.59"	"0.99"	"0.86"	"1.95"	"1.66"	"1.04"	"5.14"	"26.32"	"35.66"	"22.14"	"8.04"	"4.69"	"6.44"	"14.84"	"29.62"	""	"32"	"0"	"0"	"Green"	"137.546560742742"
"False"	"IsMasterProtein"	"hsp90ab1"	"XP_015802974.1"	"43.448275862069"	"36"	"57"	"33"	"1"	"725"	"83.533"	"5.02"	"1.07"	"0.91"	"0.33"	"0.28"	"1.08"	"0.66"	"2.54"	"1.90"	"0.76"	"20.35"	"14.61"	"28.27"	"74.62"	"28.04"	"13.59"	"26.99"	"28.42"	"16.14"	""	"36"	"0"	"0"	"Green"	"137.041440131683"
"False"	"IsMasterProtein"	"LOC107383970"	"XP_015812417.1"	"48.4490398818316"	"34"	"58"	"34"	"1"	"677"	"73.007"	"6.7"	"1.01"	"0.97"	"0.86"	"0.64"	"1.30"	"0.70"	"2.31"	"1.28"	"1.53"	"1.38"	"13.60"	"20.93"	"46.47"	"12.45"	"47.03"	"41.44"	"31.99"	"12.81"	""	"34"	"0"	"0"	"Green"	"136.147328967017"
"False"	"IsMasterProtein"	"LOC107373383"	"XP_015797013.1"	"69.5852534562212"	"29"	"50"	"26"	"1"	"434"	"47.506"	"6.67"	"0.79"	"0.94"	"0.71"	"0.64"	"1.38"	"0.68"	"1.91"	"1.30"	"1.23"	"28.47"	"26.42"	"33.60"	"29.75"	"5.41"	"16.95"	"13.58"	"15.71"	"30.48"	""	"29"	"0"	"0"	"Green"	"134.812266927847"
"False"	"IsMasterProtein"	"LOC107376217"	"XP_015800690.1"	"25.9938837920489"	"56"	"58"	"55"	"1"	"1962"	"227.063"	"5.49"	"0.96"	"0.92"	"0.52"	"0.53"	"0.85"	"0.72"	"1.92"	"1.62"	"0.83"	"11.15"	"23.59"	"14.70"	"23.33"	"22.16"	"10.81"	"7.58"	"24.99"	"7.58"	""	"56"	"0"	"0"	"Green"	"133.866547970599"
"False"	"IsMasterProtein"	"K2C1_HUMAN"	"(Common contaminant protein)"	"45.8786936236392"	"27"	"32"	"26"	"1"	"643"	"65.847"	"8.12"	"1.14"	"1.14"	"1.01"	"1.42"	"1.39"	"0.91"	"1.13"	"1.51"	"1.43"	"18.15"	"10.73"	"26.36"	"14.76"	"23.12"	"14.49"	"28.95"	"36.02"	"28.03"	""	"27"	"0"	"0"	"Green"	"131.046473004592"
"False"	"IsMasterProtein"	"LOC107374749"	"XP_015798470.1"	"49.546279491833"	"30"	"47"	"29"	"1"	"551"	"59.784"	"9.1"	"0.43"	"0.55"	"0.18"	"0.28"	"0.44"	"0.64"	"3.87"	"2.86"	"0.34"	"44.73"	"25.74"	"46.51"	"70.87"	"21.68"	"43.97"	"24.19"	"12.71"	"12.82"	""	"30"	"0"	"0"	"Green"	"130.762070653481"
"False"	"IsMasterProtein"	"LOC107379679"	"XP_015806026.1"	"69.0082644628099"	"14"	"39"	"14"	"1"	"242"	"26.419"	"5.83"	"0.57"	"0.66"	"0.59"	"0.43"	"0.92"	"0.44"	"3.52"	"2.31"	"1.60"	"20.13"	"45.85"	"30.28"	"41.05"	"17.11"	"28.14"	"60.60"	"30.26"	"26.24"	""	"14"	"0"	"0"	"Green"	"129.828393364238"
"False"	"IsMasterProtein"	"mttp"	"XP_015799173.1"	"40.4063205417607"	"38"	"50"	"37"	"1"	"886"	"96.672"	"8.9"	"1.00"	"1.04"	"0.61"	"0.61"	"1.25"	"0.84"	"1.72"	"1.60"	"1.50"	"0.46"	"37.46"	"58.43"	"56.56"	"8.03"	"18.53"	"14.45"	"11.56"	"13.95"	""	"38"	"0"	"0"	"Green"	"128.114110658256"
"False"	"IsMasterProtein"	"atp5b"	"XP_015807912.1"	"43.73795761079"	"21"	"41"	"20"	"1"	"519"	"55.298"	"5.22"	"0.30"	"0.62"	"0.10"	"0.15"	"0.28"	"0.51"	"4.12"	"3.00"	"0.35"	"49.09"	"50.67"	"72.05"	"45.66"	"15.54"	"32.14"	"19.03"	"7.37"	"22.77"	""	"21"	"0"	"0"	"Green"	"126.379879756822"
"False"	"IsMasterProtein"	"LOC107394705"	"XP_015829256.1"	"62.962962962963"	"22"	"41"	"22"	"1"	"378"	"42.177"	"5.45"	"0.49"	"1.17"	"1.68"	"1.86"	"2.04"	"1.18"	"1.03"	"0.73"	"1.49"	"31.12"	"7.24"	"20.17"	"15.63"	"17.38"	"24.43"	"21.36"	"12.77"	"15.39"	""	"22"	"0"	"0"	"Green"	"124.610913562142"
"False"	"IsMasterProtein"	"flnb"	"XP_015814162.1"	"18.0566182096404"	"41"	"49"	"41"	"1"	"2614"	"277.686"	"5.6"	"0.97"	"0.93"	"0.81"	"0.83"	"1.17"	"1.00"	"1.58"	"1.26"	"0.96"	"4.38"	"10.65"	"31.74"	"13.49"	"13.89"	"0.00"	"33.78"	"18.46"	"6.51"	""	"41"	"0"	"0"	"Green"	"121.321984748199"
"False"	"IsMasterProtein"	"cltc"	"XP_015816180.1"	"24.6575342465753"	"43"	"56"	"43"	"1"	"1679"	"191.619"	"5.66"	"0.86"	"0.90"	"0.50"	"0.61"	"1.08"	"0.83"	"2.23"	"1.92"	"0.76"	"21.41"	"36.97"	"40.74"	"55.67"	"20.54"	"18.71"	"27.88"	"16.08"	"10.76"	""	"43"	"0"	"0"	"Green"	"118.473218061505"
"False"	"IsMasterProtein"	"cdh17"	"XP_015805950.1"	"29.4930875576037"	"26"	"35"	"25"	"1"	"868"	"96.264"	"4.73"	"0.87"	"0.87"	"0.37"	"0.24"	"1.09"	"0.65"	"2.46"	"1.69"	"0.92"	"20.72"	"30.26"	"55.93"	"44.55"	"4.46"	"29.36"	"19.08"	"6.22"	"28.24"	""	"26"	"0"	"0"	"Green"	"117.50387469054"
"False"	"IsMasterProtein"	"hspd1"	"XP_015821248.1"	"54.6086956521739"	"28"	"41"	"28"	"1"	"575"	"60.946"	"5.72"	"0.40"	"0.84"	"0.12"	"0.32"	"0.19"	"0.71"	"3.52"	"2.86"	"0.22"	"42.46"	"65.12"	"32.63"	"27.43"	"31.86"	"33.41"	"36.96"	"22.55"	"19.47"	""	"28"	"0"	"0"	"Green"	"117.195067864943"
"False"	"IsMasterProtein"	"LOC107395221"	"XP_015830031.1"	"78.0769230769231"	"24"	"68"	"24"	"1"	"260"	"28.859"	"6.14"	"1.08"	"0.75"	"0.62"	"0.38"	"1.49"	"0.66"	"2.31"	"1.52"	"1.14"	"6.71"	"29.04"	"16.11"	"37.34"	"11.24"	"33.25"	"40.80"	"21.53"	"6.79"	""	"24"	"0"	"0"	"Green"	"117.153829773308"
"False"	"IsMasterProtein"	"LOC107395633"	"XP_015830534.1"	"71.5736040609137"	"18"	"36"	"17"	"1"	"197"	"21.872"	"8.32"	"0.65"	"0.58"	"0.22"	"0.17"	"0.84"	"0.29"	"4.77"	"2.10"	"0.98"	"29.36"	"69.64"	"55.38"	"32.83"	"42.19"	"43.91"	"16.00"	"26.05"	"38.68"	""	"18"	"0"	"0"	"Green"	"114.846081185368"
"False"	"IsMasterProtein"	"anxa4"	"XP_015796835.1"	"73.6024844720497"	"25"	"39"	"25"	"1"	"322"	"35.534"	"6.58"	"0.96"	"0.63"	"0.58"	"0.41"	"1.12"	"0.54"	"1.95"	"1.74"	"2.14"	"13.31"	"46.14"	"65.82"	"78.73"	"11.28"	"71.37"	"55.27"	"31.63"	"27.46"	""	"25"	"0"	"0"	"Green"	"113.671945846033"
"False"	"IsMasterProtein"	"vill"	"XP_015810628.1"	"32.3632130384168"	"26"	"38"	"25"	"1"	"859"	"95.631"	"6.48"	"1.01"	"0.83"	"0.49"	"0.38"	"1.19"	"0.67"	"2.01"	"1.67"	"1.52"	"12.86"	"22.20"	"11.46"	"6.32"	"16.19"	"32.72"	"28.88"	"16.59"	"22.11"	""	"26"	"0"	"0"	"Green"	"113.321815237014"
"False"	"IsMasterProtein"	"LOC107393925"	"XP_015828041.1"	"41.3151364764268"	"31"	"46"	"30"	"1"	"806"	"89.284"	"5.3"	"0.90"	"0.81"	"0.30"	"0.35"	"1.08"	"0.76"	"3.03"	"2.14"	"0.63"	"18.04"	"28.54"	"20.66"	"7.32"	"8.61"	"20.95"	"22.85"	"7.43"	"34.95"	""	"31"	"0"	"0"	"Green"	"113.250297578651"
"False"	"IsMasterProtein"	"LOC107392486"	"XP_015825806.1"	"60.1466992665037"	"26"	"69"	"26"	"1"	"409"	"45.383"	"5.54"	"0.88"	"0.64"	"0.34"	"0.21"	"1.09"	"0.62"	"2.43"	"1.73"	"1.03"	"5.17"	"28.51"	"36.02"	"47.92"	"8.18"	"27.61"	"5.26"	"5.83"	"13.25"	""	"26"	"0"	"0"	"Green"	"113.002968011599"
"False"	"IsMasterProtein"	"LOC107388553"	"XP_015819604.1"	"37.8136200716846"	"25"	"38"	"25"	"1"	"558"	"63.185"	"4.64"	"0.61"	"0.68"	"0.64"	"0.25"	"1.14"	"0.53"	"3.25"	"1.73"	"0.89"	"17.92"	"33.03"	"49.04"	"54.10"	"7.01"	"20.50"	"21.42"	"21.49"	"3.87"	""	"25"	"0"	"0"	"Green"	"111.66814734342"
"False"	"IsMasterProtein"	"LOC107396596"	"XP_015831854.1"	"48.8888888888889"	"35"	"41"	"35"	"1"	"720"	"79.282"	"7.2"	"0.84"	"0.79"	"0.42"	"0.50"	"1.06"	"0.89"	"2.17"	"1.47"	"1.00"	"17.07"	"39.54"	"31.20"	"35.25"	"7.19"	"33.14"	"54.92"	"24.25"	"18.21"	""	"35"	"0"	"0"	"Green"	"111.351501098703"
"False"	"IsMasterProtein"	"lcp1"	"XP_015821291.1"	"50.3236245954693"	"28"	"33"	"28"	"1"	"618"	"69.458"	"5.35"	"0.91"	"0.85"	"0.40"	"0.31"	"1.10"	"0.51"	"2.88"	"1.55"	"1.01"	"26.99"	"41.64"	"54.50"	"28.50"	"33.28"	"56.84"	"21.63"	"6.22"	"10.99"	""	"28"	"0"	"0"	"Green"	"110.816202565682"
"False"	"IsMasterProtein"	"uba1"	"XP_015823476.1"	"33.9640491958373"	"33"	"43"	"33"	"1"	"1057"	"117.689"	"5.66"	"0.94"	"0.84"	"0.70"	"0.69"	"1.20"	"0.82"	"2.36"	"1.52"	"0.97"	"12.41"	"30.11"	"51.23"	"78.26"	"26.07"	"39.74"	"61.06"	"33.70"	"15.86"	""	"33"	"0"	"0"	"Green"	"110.293761330304"
"False"	"IsMasterProtein"	"LOC107384210"	"XP_015812814.1"	"65.0887573964497"	"12"	"34"	"12"	"1"	"169"	"18.8"	"8.43"	"1.14"	"1.18"	"0.62"	"0.64"	"1.14"	"0.81"	"2.31"	"1.36"	"0.70"	"31.44"	"16.44"	"25.36"	"61.47"	"7.54"	"40.81"	"34.54"	"11.34"	"23.59"	""	"12"	"0"	"0"	"Green"	"109.157298443729"
"False"	"IsMasterProtein"	"pck2"	"XP_015810440.1"	"45.9842519685039"	"27"	"36"	"26"	"1"	"635"	"69.398"	"8.48"	"0.68"	"0.89"	"0.31"	"0.19"	"0.97"	"0.41"	"2.38"	"2.16"	"0.99"	"26.08"	"27.49"	"62.08"	"81.86"	"5.06"	"51.72"	"13.20"	"2.00"	"14.20"	""	"27"	"0"	"0"	"Green"	"107.821347296997"
"False"	"IsMasterProtein"	"hsp90b1"	"XP_015819645.1"	"34.8427672955975"	"35"	"53"	"33"	"1"	"795"	"91.482"	"4.87"	"0.95"	"0.89"	"0.41"	"0.39"	"1.06"	"0.58"	"2.18"	"1.76"	"0.92"	"7.46"	"8.17"	"10.00"	"48.61"	"10.79"	"43.88"	"20.10"	"16.15"	"5.56"	""	"35"	"0"	"0"	"Green"	"106.698033950827"
"False"	"IsMasterProtein"	"aldh2"	"XP_015805005.1"	"49.3230174081238"	"23"	"32"	"22"	"1"	"517"	"56.604"	"6.11"	"0.83"	"0.87"	"0.68"	"0.50"	"1.05"	"0.59"	"2.61"	"1.66"	"1.49"	"20.16"	"31.45"	"43.59"	"35.85"	"17.42"	"39.46"	"37.92"	"43.40"	"17.64"	""	"23"	"0"	"0"	"Green"	"106.665957931803"
"False"	"IsMasterProtein"	"LOC107373943"	"XP_015797574.1"	"46.1728395061728"	"22"	"33"	"22"	"1"	"405"	"44.981"	"6.3"	"0.52"	"0.76"	"0.72"	"0.32"	"0.66"	"0.51"	"4.95"	"1.80"	"1.08"	"69.03"	"58.99"	"67.72"	"44.89"	"39.35"	"60.76"	"59.46"	"26.77"	"9.86"	""	"22"	"0"	"0"	"Green"	"104.926172959746"
"False"	"IsMasterProtein"	"LOC107392070"	"XP_015825124.1"	"61.4864864864865"	"19"	"29"	"18"	"1"	"444"	"49.612"	"4.92"	"0.28"	"0.13"	"0.09"	"0.11"	"0.22"	"0.18"	"5.22"	"3.41"	"0.33"	"90.90"	"21.44"	"49.22"	"57.60"	"70.98"	"39.90"	"25.83"	"14.50"	"26.97"	""	"19"	"0"	"0"	"Green"	"103.94286419434"
"False"	"IsMasterProtein"	"hadha"	"XP_015825063.1"	"43.1192660550459"	"32"	"39"	"31"	"1"	"763"	"82.566"	"8.73"	"0.71"	"0.64"	"0.49"	"0.58"	"0.98"	"0.76"	"2.31"	"1.95"	"0.99"	"43.07"	"49.00"	"47.90"	"46.75"	"38.37"	"30.66"	"40.14"	"40.89"	"3.84"	""	"32"	"0"	"0"	"Green"	"103.031438826561"
"False"	"IsMasterProtein"	"des"	"XP_015813483.1"	"43.7367303609342"	"26"	"44"	"26"	"1"	"471"	"54.032"	"5.54"	"0.76"	"0.45"	"0.24"	"0.15"	"0.77"	"0.29"	"4.35"	"2.25"	"0.73"	"35.18"	"79.13"	"73.44"	"65.80"	"51.15"	"26.99"	"38.03"	"43.78"	"27.97"	""	"26"	"0"	"0"	"Green"	"99.7254283361387"
"False"	"IsMasterProtein"	"LOC107387362"	"XP_015817780.1"	"44.7524752475248"	"21"	"42"	"21"	"1"	"505"	"54.946"	"6.57"	"0.88"	"1.13"	"0.73"	"0.44"	"1.13"	"0.68"	"2.14"	"1.50"	"1.73"	"22.06"	"18.79"	"26.11"	"46.92"	"17.22"	"31.53"	"17.43"	"23.77"	"4.18"	""	"21"	"0"	"0"	"Green"	"99.6873667058878"
"False"	"IsMasterProtein"	"hspa9"	"XP_015818199.1"	"43.8729198184569"	"30"	"45"	"30"	"1"	"661"	"71.88"	"6.44"	"1.23"	"0.70"	"0.71"	"0.66"	"1.49"	"0.73"	"1.80"	"1.31"	"1.00"	"17.02"	"49.45"	"51.26"	"61.56"	"15.59"	"49.08"	"37.69"	"16.01"	"4.58"	""	"30"	"0"	"0"	"Green"	"99.3235240852477"
"False"	"IsMasterProtein"	"eno1"	"XP_015823179.1"	"49.7685185185185"	"18"	"34"	"17"	"1"	"432"	"47.174"	"6.18"	"1.15"	"0.67"	"0.49"	"0.28"	"1.37"	"0.53"	"2.58"	"1.75"	"1.56"	"8.40"	"57.74"	"43.87"	"29.39"	"10.63"	"34.40"	"19.47"	"10.58"	"3.53"	""	"18"	"0"	"0"	"Green"	"98.9055376702705"
"False"	"IsMasterProtein"	"p4hb"	"XP_015822342.1"	"41.2478336221837"	"34"	"56"	"33"	"1"	"577"	"63.772"	"4.78"	"1.01"	"0.85"	"0.71"	"0.62"	"1.37"	"0.98"	"1.80"	"1.57"	"1.21"	"6.65"	"20.91"	"17.32"	"16.67"	"8.27"	"12.75"	"20.29"	"20.97"	"5.18"	""	"34"	"0"	"0"	"Green"	"97.4889830672641"
"False"	"IsMasterProtein"	"tpi1"	"XP_015805722.1"	"79.7570850202429"	"17"	"28"	"17"	"1"	"247"	"26.54"	"7.33"	"0.88"	"0.69"	"0.38"	"0.36"	"1.20"	"0.39"	"2.71"	"1.73"	"1.51"	"4.08"	"61.64"	"36.12"	"63.19"	"15.91"	"55.68"	"52.21"	"31.42"	"16.84"	""	"17"	"0"	"0"	"Green"	"96.635142882369"
