"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (126) / (131)"	"Ratios: (127_N) / (131)"	"Ratios: (127_C) / (131)"	"Ratios: (128_N) / (131)"	"Ratios: (128_C) / (131)"	"Ratios: (129_N) / (131)"	"Ratios: (129_C) / (131)"	"Ratios: (130_N) / (131)"	"Ratios: (130_C) / (131)"	"Ratio Standard Errors [%]: (126) / (131)"	"Ratio Standard Errors [%]: (127_N) / (131)"	"Ratio Standard Errors [%]: (127_C) / (131)"	"Ratio Standard Errors [%]: (128_N) / (131)"	"Ratio Standard Errors [%]: (128_C) / (131)"	"Ratio Standard Errors [%]: (129_N) / (131)"	"Ratio Standard Errors [%]: (129_C) / (131)"	"Ratio Standard Errors [%]: (130_N) / (131)"	"Ratio Standard Errors [%]: (130_C) / (131)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"LOC107378334"	"XP_015803964.1"	"46.900826446281"	"91"	"179"	"87"	"1"	"1936"	"220.945"	"5.67"	"0.32"	"1.56"	"1.23"	"0.75"	"1.48"	"0.60"	"1.20"	"1.18"	"0.89"	"13.99"	"5.81"	"10.70"	"14.20"	"11.27"	"8.97"	"11.09"	"9.74"	"7.19"	""	"91"	"0"	"0"	"Green"	"392.798523855909"
"False"	"IsMasterProtein"	"eprs"	"XP_015809400.1"	"56.278801843318"	"85"	"152"	"85"	"1"	"1736"	"191.927"	"8.37"	"0.44"	"0.85"	"1.01"	"1.18"	"1.00"	"0.89"	"1.33"	"1.11"	"1.39"	"15.67"	"8.42"	"8.88"	"9.58"	"7.24"	"10.20"	"5.13"	"10.56"	"15.28"	""	"85"	"0"	"0"	"Green"	"371.949313424284"
"False"	"IsMasterProtein"	"LOC107388617"	"XP_015819691.1"	"87.3584905660377"	"54"	"182"	"52"	"1"	"530"	"58.258"	"7.34"	"0.64"	"1.33"	"0.90"	"1.37"	"0.87"	"0.52"	"2.08"	"0.95"	"1.35"	"9.12"	"10.79"	"6.07"	"7.69"	"9.41"	"11.00"	"7.50"	"6.33"	"7.38"	""	"54"	"0"	"0"	"Green"	"368.004778643568"
"False"	"IsMasterProtein"	"atp5b"	"XP_015807912.1"	"77.4566473988439"	"32"	"129"	"32"	"1"	"519"	"55.298"	"5.22"	"0.76"	"0.84"	"0.91"	"0.94"	"0.70"	"0.44"	"1.40"	"1.77"	"1.99"	"17.42"	"7.13"	"10.43"	"13.33"	"18.50"	"23.11"	"3.05"	"7.29"	"7.45"	""	"32"	"0"	"0"	"Green"	"361.883942827632"
"False"	"IsMasterProtein"	"K2C1_HUMAN"	"(Common contaminant protein)"	"64.3856920684292"	"55"	"157"	"55"	"1"	"643"	"65.847"	"8.12"	"1.10"	"1.76"	"1.07"	"1.49"	"1.35"	"0.81"	"0.95"	"0.76"	"1.28"	"13.50"	"23.60"	"3.75"	"17.33"	"13.95"	"13.67"	"12.53"	"11.84"	"23.10"	""	"55"	"0"	"0"	"Green"	"360.946063676998"
"False"	"IsMasterProtein"	"mvp"	"XP_015831781.1"	"67.3960612691466"	"53"	"137"	"53"	"1"	"914"	"102.013"	"5.47"	"0.56"	"0.57"	"1.21"	"1.02"	"0.87"	"0.98"	"1.43"	"1.19"	"1.63"	"12.48"	"16.14"	"8.49"	"5.95"	"12.98"	"7.43"	"5.43"	"9.26"	"14.58"	""	"53"	"0"	"0"	"Green"	"354.641431992711"
"False"	"IsMasterProtein"	"LOC107387751"	"XP_015818399.1"	"73.8007380073801"	"49"	"187"	"49"	"1"	"542"	"59.767"	"8.13"	"0.48"	"0.62"	"1.44"	"1.00"	"1.31"	"0.97"	"1.17"	"1.14"	"1.51"	"6.94"	"6.48"	"5.32"	"6.63"	"8.73"	"5.33"	"7.46"	"6.84"	"6.18"	""	"49"	"0"	"0"	"Green"	"347.115574536073"
"False"	"IsMasterProtein"	"LOC107392034"	"XP_015825089.1"	"54.6102449888641"	"151"	"282"	"145"	"1"	"2245"	"258.633"	"5.68"	"0.56"	"0.88"	"1.21"	"1.20"	"0.87"	"1.11"	"1.37"	"1.28"	"0.77"	"16.13"	"11.64"	"3.09"	"5.33"	"4.99"	"4.94"	"7.11"	"10.89"	"6.06"	""	"151"	"0"	"0"	"Green"	"342.036337565642"
"False"	"IsMasterProtein"	"LOC107373383"	"XP_015797013.1"	"92.6267281105991"	"52"	"204"	"48"	"1"	"434"	"47.506"	"6.67"	"0.57"	"1.65"	"1.11"	"1.07"	"0.73"	"0.36"	"2.09"	"0.96"	"1.30"	"4.70"	"5.64"	"9.71"	"8.31"	"8.39"	"6.30"	"5.59"	"4.77"	"4.22"	""	"52"	"0"	"0"	"Green"	"332.277953341938"
"False"	"IsMasterProtein"	"ckm"	"XP_015806184.1"	"94.7368421052632"	"49"	"531"	"49"	"1"	"380"	"42.708"	"6.58"	"0.52"	"1.84"	"0.83"	"1.12"	"1.07"	"0.53"	"1.91"	"1.00"	"0.98"	"8.45"	"13.86"	"4.31"	"5.14"	"3.86"	"7.37"	"6.65"	"2.91"	"3.99"	""	"49"	"0"	"0"	"Green"	"322.773367649823"
"False"	"IsMasterProtein"	"LOC107390830"	"XP_015823263.1"	"64.6153846153846"	"47"	"151"	"45"	"1"	"780"	"85.229"	"8.1"	"0.61"	"0.64"	"1.82"	"1.34"	"0.85"	"0.79"	"1.19"	"1.04"	"1.85"	"13.41"	"11.16"	"11.32"	"4.27"	"12.08"	"13.02"	"9.39"	"3.30"	"7.87"	""	"47"	"0"	"0"	"Green"	"321.774132610769"
"False"	"IsMasterProtein"	"LOC107395776"	"XP_015830718.1"	"73.3812949640288"	"37"	"219"	"37"	"1"	"417"	"46.911"	"7.71"	"0.57"	"0.53"	"0.69"	"1.89"	"1.69"	"1.30"	"1.08"	"0.65"	"1.52"	"10.45"	"10.07"	"6.92"	"8.93"	"8.88"	"10.03"	"15.58"	"7.89"	"6.71"	""	"37"	"0"	"0"	"Green"	"311.954200969999"
"False"	"IsMasterProtein"	"naca"	"XP_015823781.1"	"76.2068965517241"	"71"	"188"	"71"	"1"	"870"	"89.303"	"9.25"	"0.44"	"0.55"	"0.64"	"1.93"	"1.32"	"1.45"	"1.10"	"0.81"	"1.96"	"16.69"	"8.53"	"11.64"	"5.71"	"8.99"	"13.33"	"3.01"	"9.71"	"3.88"	""	"71"	"0"	"0"	"Green"	"307.712548006765"
"False"	"IsMasterProtein"	"K22E_HUMAN"	"(Common contaminant protein)"	"82.6356589147287"	"47"	"112"	"47"	"1"	"645"	"65.825"	"8"	"1.13"	"1.26"	"0.81"	"1.11"	"1.13"	"1.18"	"1.12"	"0.85"	"1.24"	"5.62"	"10.82"	"10.15"	"8.17"	"6.41"	"4.37"	"5.08"	"7.32"	"20.34"	""	"47"	"0"	"0"	"Green"	"302.792182762655"
"False"	"IsMasterProtein"	"LOC107387972"	"XP_015818762.1"	"97.7961432506887"	"42"	"248"	"42"	"1"	"363"	"39.676"	"8.05"	"0.70"	"1.31"	"0.99"	"1.16"	"0.91"	"0.59"	"1.99"	"0.90"	"1.30"	"6.66"	"11.56"	"3.92"	"8.67"	"6.09"	"13.89"	"6.98"	"1.86"	"3.16"	""	"42"	"0"	"0"	"Green"	"300.941571122511"
"False"	"IsMasterProtein"	"hdlbp"	"XP_015817830.1"	"57.625786163522"	"73"	"133"	"73"	"1"	"1272"	"141.191"	"6.81"	"0.75"	"0.49"	"1.21"	"2.41"	"1.09"	"1.41"	"0.77"	"0.67"	"1.72"	"10.73"	"31.76"	"3.80"	"13.60"	"8.30"	"26.19"	"13.18"	"14.62"	"16.48"	""	"73"	"0"	"0"	"Green"	"297.915349321668"
"False"	"IsMasterProtein"	"gapdh"	"XP_015805687.1"	"85.5855855855856"	"34"	"257"	"33"	"1"	"333"	"35.9"	"7.87"	"0.56"	"1.13"	"0.87"	"1.10"	"1.09"	"0.94"	"2.09"	"0.90"	"1.16"	"9.34"	"12.37"	"7.74"	"4.56"	"7.06"	"3.29"	"3.22"	"6.39"	"6.33"	""	"34"	"0"	"0"	"Green"	"296.335913377616"
"False"	"IsMasterProtein"	"acta1"	"XP_015808241.1"	"75.8620689655172"	"30"	"138"	"30"	"1"	"377"	"41.918"	"5.39"	"0.43"	"3.59"	"0.85"	"0.71"	"1.03"	"0.37"	"1.27"	"0.95"	"0.88"	"18.10"	"5.67"	"8.20"	"8.57"	"20.45"	"16.37"	"12.35"	"5.46"	"10.05"	""	"30"	"0"	"0"	"Green"	"271.111799206615"
"False"	"IsMasterProtein"	"eno1"	"XP_015823179.1"	"72.2222222222222"	"31"	"93"	"30"	"1"	"432"	"47.174"	"6.18"	"0.53"	"1.80"	"0.79"	"0.96"	"0.86"	"0.41"	"1.88"	"1.06"	"1.19"	"13.56"	"6.30"	"12.54"	"8.19"	"11.45"	"19.62"	"9.69"	"6.55"	"10.25"	""	"31"	"0"	"0"	"Green"	"266.803447824065"
"False"	"IsMasterProtein"	"pgm1"	"XP_015826479.1"	"72.3707664884136"	"36"	"83"	"35"	"1"	"561"	"61.06"	"6.55"	"0.55"	"1.77"	"1.07"	"1.20"	"0.87"	"0.47"	"2.04"	"0.94"	"1.27"	"26.45"	"8.67"	"11.86"	"22.00"	"12.34"	"43.37"	"14.16"	"13.42"	"8.56"	""	"36"	"0"	"0"	"Green"	"266.216349142023"
"False"	"IsMasterProtein"	"LOC107373441"	"XP_015797060.1"	"67.0837867247008"	"53"	"145"	"51"	"1"	"1838"	"195.394"	"7.8"	"0.91"	"1.13"	"1.11"	"1.22"	"0.76"	"0.57"	"1.68"	"0.94"	"1.39"	"6.04"	"10.80"	"4.97"	"8.17"	"14.65"	"31.73"	"7.79"	"6.46"	"10.36"	""	"53"	"0"	"0"	"Green"	"261.023885784418"
"False"	"IsMasterProtein"	"K1C9_HUMAN"	"(Common contaminant protein)"	"70.7865168539326"	"41"	"108"	"41"	"1"	"623"	"62.092"	"5.3"	"1.12"	"1.54"	"1.20"	"1.63"	"1.23"	"0.45"	"0.92"	"0.71"	"1.25"	"19.55"	"7.22"	"16.32"	"12.36"	"11.89"	"22.11"	"9.82"	"11.41"	"23.43"	""	"41"	"0"	"0"	"Green"	"260.167338057741"
"False"	"IsMasterProtein"	"LOC107393303"	"XP_015827054.1"	"49.8834498834499"	"40"	"139"	"36"	"1"	"858"	"95.59"	"7.05"	"0.72"	"0.71"	"1.02"	"1.38"	"1.71"	"1.10"	"1.16"	"0.84"	"1.59"	"29.58"	"30.58"	"12.39"	"14.10"	"12.22"	"7.64"	"22.22"	"12.77"	"25.05"	""	"40"	"0"	"0"	"Green"	"256.08136040411"
"False"	"IsMasterProtein"	"LOC107374749"	"XP_015798470.1"	"66.0617059891107"	"40"	"122"	"39"	"1"	"551"	"59.784"	"9.1"	"0.77"	"0.73"	"0.87"	"1.00"	"0.67"	"0.43"	"1.37"	"1.74"	"2.01"	"9.45"	"8.75"	"8.59"	"5.61"	"12.19"	"6.60"	"8.64"	"8.13"	"13.99"	""	"40"	"0"	"0"	"Green"	"227.922739458167"
"False"	"IsMasterProtein"	"prx"	"XP_015806194.1"	"48.2181425485961"	"59"	"98"	"57"	"1"	"3704"	"397.14"	"6.79"	"0.48"	"0.94"	"0.98"	"1.97"	"0.87"	"1.08"	"1.32"	"0.93"	"1.20"	"10.26"	"8.82"	"6.91"	"15.28"	"9.11"	"10.92"	"15.63"	"10.06"	"11.95"	""	"59"	"0"	"0"	"Green"	"220.272363780918"
"False"	"IsMasterProtein"	"LOC107396272"	"XP_015831373.1"	"82.3821339950372"	"55"	"179"	"54"	"1"	"403"	"46.057"	"10.21"	"0.52"	"0.68"	"1.21"	"1.70"	"1.32"	"1.23"	"1.19"	"1.00"	"1.60"	"14.07"	"14.48"	"7.52"	"6.39"	"6.70"	"5.95"	"5.83"	"5.44"	"8.30"	""	"55"	"0"	"0"	"Green"	"214.869438990766"
"False"	"IsMasterProtein"	"K1C10_HUMAN"	"(Common contaminant protein)"	"56.4924114671164"	"37"	"104"	"36"	"1"	"593"	"59.483"	"5.21"	"1.29"	"1.65"	"0.90"	"1.39"	"1.38"	"1.19"	"1.14"	"0.81"	"1.19"	"9.84"	"30.00"	"10.82"	"16.10"	"12.42"	"19.63"	"21.22"	"11.98"	"44.65"	""	"37"	"0"	"0"	"Green"	"214.806754233021"
"False"	"IsMasterProtein"	"rpl4"	"XP_015819877.1"	"75.7333333333333"	"50"	"197"	"49"	"1"	"375"	"42.434"	"11.03"	"0.52"	"0.54"	"1.06"	"1.61"	"1.25"	"1.22"	"1.14"	"1.05"	"1.61"	"10.54"	"7.02"	"5.61"	"9.98"	"6.67"	"3.54"	"9.39"	"5.54"	"4.57"	""	"50"	"0"	"0"	"Green"	"212.837995268846"
"False"	"IsMasterProtein"	"ampd1"	"XP_015832464.1"	"51.9944979367263"	"44"	"92"	"44"	"1"	"727"	"83.916"	"6.67"	"0.74"	"0.74"	"1.05"	"2.20"	"0.95"	"1.19"	"1.34"	"1.01"	"1.07"	"11.37"	"28.10"	"14.96"	"20.01"	"16.49"	"17.81"	"12.24"	"6.37"	"14.45"	""	"44"	"0"	"0"	"Green"	"207.424152903145"
"False"	"IsMasterProtein"	"LOC107376040"	"XP_015800413.1"	"47.7941176470588"	"36"	"96"	"34"	"1"	"544"	"57.975"	"7.58"	"0.61"	"0.91"	"1.21"	"1.20"	"0.75"	"0.95"	"1.58"	"1.18"	"1.48"	"28.06"	"8.02"	"11.65"	"7.97"	"17.34"	"13.18"	"8.73"	"7.75"	"12.56"	""	"36"	"0"	"0"	"Green"	"204.959062256591"
"False"	"IsMasterProtein"	"gcdh"	"XP_015800615.1"	"66.8934240362812"	"28"	"96"	"28"	"1"	"441"	"48.787"	"8.53"	"0.49"	"0.63"	"1.03"	"1.12"	"1.51"	"1.09"	"0.96"	"0.96"	"1.65"	"32.84"	"12.24"	"16.04"	"9.40"	"8.26"	"8.66"	"6.86"	"8.49"	"17.85"	""	"28"	"0"	"0"	"Green"	"204.870841641637"
"False"	"IsMasterProtein"	"LOC107383970"	"XP_015812417.1"	"60.8567208271787"	"37"	"85"	"37"	"1"	"677"	"73.007"	"6.7"	"0.68"	"2.02"	"1.02"	"1.16"	"1.12"	"0.48"	"1.65"	"0.79"	"1.16"	"21.37"	"17.08"	"5.03"	"13.11"	"11.30"	"26.64"	"15.05"	"20.76"	"10.66"	""	"37"	"0"	"0"	"Green"	"202.161800018624"
"False"	"IsMasterProtein"	"LOC107376658"	"XP_015801370.1"	"49.792531120332"	"34"	"84"	"34"	"1"	"723"	"82.402"	"5.74"	"0.55"	"0.86"	"2.35"	"1.46"	"1.09"	"0.85"	"0.60"	"0.49"	"1.64"	"9.13"	"18.02"	"13.03"	"13.14"	"23.70"	"18.67"	"17.03"	"26.35"	"11.18"	""	"34"	"0"	"0"	"Green"	"202.02720482795"
"False"	"IsMasterProtein"	"immt"	"XP_015819279.1"	"57.2751322751323"	"42"	"85"	"42"	"1"	"756"	"82.554"	"5.4"	"1.10"	"0.37"	"0.84"	"1.94"	"0.47"	"0.73"	"0.95"	"1.01"	"2.80"	"18.33"	"23.33"	"11.68"	"15.93"	"23.42"	"15.63"	"11.64"	"6.93"	"12.19"	""	"42"	"0"	"0"	"Green"	"201.777603872568"
"False"	"IsMasterProtein"	"pgk1"	"XP_015816723.1"	"77.6978417266187"	"31"	"97"	"31"	"1"	"417"	"44.568"	"6.28"	"0.59"	"2.07"	"1.10"	"1.21"	"0.81"	"0.45"	"1.99"	"1.05"	"1.18"	"10.56"	"16.54"	"3.58"	"10.04"	"9.51"	"32.39"	"3.17"	"14.07"	"10.06"	""	"31"	"0"	"0"	"Green"	"199.206213235875"
"False"	"IsMasterProtein"	"rpsa"	"XP_015800696.1"	"91.3738019169329"	"25"	"85"	"25"	"1"	"313"	"34.477"	"5.01"	"0.52"	"0.67"	"1.11"	"1.67"	"1.30"	"1.29"	"1.08"	"1.02"	"1.47"	"15.13"	"15.56"	"12.36"	"28.18"	"12.40"	"23.70"	"5.54"	"8.41"	"11.36"	""	"25"	"0"	"0"	"Green"	"198.409117389997"
"False"	"IsMasterProtein"	"LOC107388798"	"XP_015819990.1"	"64.6017699115044"	"37"	"76"	"37"	"1"	"452"	"50.611"	"7.85"	"0.56"	"1.66"	"0.89"	"1.04"	"1.36"	"0.63"	"1.76"	"0.92"	"1.41"	"30.53"	"12.73"	"9.38"	"14.43"	"10.73"	"24.28"	"12.09"	"13.61"	"11.40"	""	"37"	"0"	"0"	"Green"	"194.806494506208"
"False"	"IsMasterProtein"	"eif3a"	"XP_015799613.1"	"37.2485921158488"	"55"	"101"	"55"	"1"	"1243"	"148.871"	"7.91"	"0.81"	"0.56"	"1.74"	"1.97"	"0.78"	"0.81"	"1.01"	"0.93"	"1.73"	"14.25"	"10.35"	"7.54"	"6.33"	"13.58"	"11.24"	"4.51"	"5.86"	"8.24"	""	"55"	"0"	"0"	"Green"	"194.498759791022"
"False"	"IsMasterProtein"	"pdha1"	"XP_015816276.1"	"62.5641025641026"	"29"	"104"	"29"	"1"	"390"	"43.352"	"7.4"	"0.57"	"0.35"	"1.25"	"0.73"	"0.57"	"0.49"	"1.54"	"1.70"	"2.36"	"34.01"	"33.62"	"19.90"	"1.91"	"27.60"	"60.34"	"6.74"	"4.66"	"13.02"	""	"29"	"0"	"0"	"Green"	"191.660369422892"
"False"	"IsMasterProtein"	"smyd1"	"XP_015798838.1"	"76.9230769230769"	"34"	"89"	"34"	"1"	"481"	"54.213"	"7.3"	"0.51"	"2.03"	"0.97"	"1.08"	"0.90"	"0.49"	"1.73"	"1.08"	"1.05"	"13.84"	"8.46"	"9.10"	"8.99"	"13.01"	"12.25"	"3.75"	"5.70"	"9.05"	""	"34"	"0"	"0"	"Green"	"189.224209585425"
"False"	"IsMasterProtein"	"LOC107380909"	"XP_015807800.1"	"68.12585499316"	"43"	"88"	"43"	"1"	"731"	"78.917"	"5.86"	"1.56"	"0.40"	"0.60"	"2.15"	"0.45"	"0.62"	"0.87"	"0.96"	"2.65"	"17.70"	"43.53"	"27.11"	"28.16"	"40.65"	"22.59"	"22.14"	"6.25"	"24.82"	""	"43"	"0"	"0"	"Green"	"188.53695327045"
"False"	"IsMasterProtein"	"dlat"	"XP_015816212.1"	"56.3380281690141"	"30"	"83"	"30"	"1"	"639"	"67.073"	"8.28"	"0.55"	"0.38"	"1.25"	"0.90"	"0.53"	"0.45"	"1.53"	"1.76"	"2.60"	"14.09"	"27.58"	"19.07"	"25.81"	"20.98"	"14.04"	"8.94"	"10.33"	"9.39"	""	"30"	"0"	"0"	"Green"	"186.915327898797"
"False"	"IsMasterProtein"	"LOC107395221"	"XP_015830031.1"	"79.6153846153846"	"27"	"121"	"27"	"1"	"260"	"28.859"	"6.14"	"0.55"	"1.90"	"1.02"	"1.24"	"1.38"	"0.44"	"1.36"	"0.62"	"1.38"	"24.92"	"15.79"	"12.45"	"10.86"	"16.72"	"18.92"	"15.05"	"12.39"	"11.61"	""	"27"	"0"	"0"	"Green"	"184.496805965889"
"False"	"IsMasterProtein"	"LOC107382807"	"XP_015810601.1"	"37.3711340206186"	"17"	"45"	"17"	"1"	"388"	"43.118"	"5.96"	"0.56"	"0.98"	"2.17"	"1.30"	"1.47"	"1.08"	"0.58"	"0.46"	"1.26"	"14.90"	"12.19"	"14.40"	"8.00"	"21.41"	"8.47"	"19.12"	"29.43"	"10.65"	""	"17"	"0"	"0"	"Green"	"183.077828646115"
"False"	"IsMasterProtein"	"LOC107386347"	"XP_015816161.1"	"56.1919504643963"	"38"	"81"	"37"	"1"	"646"	"70.778"	"5.36"	"0.56"	"1.31"	"0.93"	"1.40"	"1.17"	"0.79"	"1.62"	"0.91"	"1.26"	"15.01"	"14.52"	"8.34"	"14.19"	"9.93"	"9.60"	"22.70"	"7.17"	"9.42"	""	"38"	"0"	"0"	"Green"	"180.029040841981"
"False"	"IsMasterProtein"	"LOC107378920"	"XP_015804883.1"	"11.935610522183"	"63"	"101"	"61"	"1"	"5094"	"577.931"	"5.87"	"0.60"	"0.93"	"1.16"	"1.21"	"0.95"	"0.76"	"1.39"	"1.03"	"1.60"	"12.82"	"30.48"	"18.56"	"18.75"	"20.77"	"23.05"	"27.25"	"33.64"	"11.53"	""	"63"	"0"	"0"	"Green"	"178.896728864411"
"False"	"IsMasterProtein"	"mdh2"	"XP_015804678.1"	"76.5578635014837"	"22"	"53"	"22"	"1"	"337"	"35.382"	"8.15"	"0.61"	"2.08"	"0.94"	"0.96"	"1.07"	"0.45"	"1.86"	"0.97"	"1.25"	"18.60"	"13.77"	"11.57"	"14.76"	"2.99"	"11.61"	"10.30"	"15.26"	"14.56"	""	"22"	"0"	"0"	"Green"	"174.849731198336"
"False"	"IsMasterProtein"	"LOC107386319"	"XP_015816109.1"	"52.2309711286089"	"24"	"270"	"23"	"1"	"381"	"43.021"	"6.81"	"0.49"	"1.79"	"0.83"	"1.04"	"0.98"	"0.48"	"1.92"	"1.01"	"0.94"	"17.32"	"10.19"	"11.05"	"12.41"	"4.44"	"16.52"	"5.32"	"5.35"	"8.09"	""	"24"	"0"	"0"	"Green"	"174.654124392805"
"False"	"IsMasterProtein"	"gpi"	"XP_015809558.1"	"60"	"29"	"59"	"29"	"1"	"555"	"62.674"	"7.03"	"0.56"	"1.43"	"0.94"	"1.32"	"0.88"	"0.47"	"1.86"	"0.89"	"1.27"	"24.77"	"11.94"	"9.57"	"9.77"	"6.37"	"9.42"	"9.73"	"9.27"	"11.62"	""	"29"	"0"	"0"	"Green"	"174.362322198818"
"False"	"IsMasterProtein"	"rps3a"	"XP_015809610.1"	"80.8270676691729"	"35"	"205"	"35"	"1"	"266"	"30.067"	"9.73"	"0.58"	"0.60"	"1.09"	"1.60"	"1.28"	"1.15"	"1.07"	"0.97"	"1.65"	"17.01"	"13.08"	"3.73"	"5.68"	"3.14"	"4.70"	"3.77"	"6.22"	"8.35"	""	"35"	"0"	"0"	"Green"	"173.86208000907"
