"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (126) / (131)"	"Ratios: (127_N) / (131)"	"Ratios: (127_C) / (131)"	"Ratios: (128_N) / (131)"	"Ratios: (128_C) / (131)"	"Ratios: (129_N) / (131)"	"Ratios: (129_C) / (131)"	"Ratios: (130_N) / (131)"	"Ratios: (130_C) / (131)"	"Ratio Standard Errors [%]: (126) / (131)"	"Ratio Standard Errors [%]: (127_N) / (131)"	"Ratio Standard Errors [%]: (127_C) / (131)"	"Ratio Standard Errors [%]: (128_N) / (131)"	"Ratio Standard Errors [%]: (128_C) / (131)"	"Ratio Standard Errors [%]: (129_N) / (131)"	"Ratio Standard Errors [%]: (129_C) / (131)"	"Ratio Standard Errors [%]: (130_N) / (131)"	"Ratio Standard Errors [%]: (130_C) / (131)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"gapdh"	"XP_015805687.1"	"97.8978978978979"	"46"	"516"	"46"	"1"	"333"	"35.9"	"7.87"	"1.06"	"0.87"	"1.41"	"1.40"	"0.80"	"1.40"	"1.38"	"0.96"	"1.31"	"6.04"	"8.12"	"9.35"	"9.41"	"4.87"	"3.82"	"5.70"	"5.02"	"4.40"	""	"46"	"0"	"0"	"Green"	"475.078765105276"
"False"	"IsMasterProtein"	"LOC107388617"	"XP_015819691.1"	"97.3584905660377"	"69"	"424"	"67"	"1"	"530"	"58.258"	"7.34"	"1.03"	"0.90"	"1.34"	"1.37"	"0.78"	"1.33"	"1.39"	"1.04"	"1.35"	"6.24"	"9.21"	"9.53"	"4.23"	"4.54"	"5.57"	"8.34"	"4.44"	"4.53"	""	"69"	"0"	"0"	"Green"	"469.369888285197"
"False"	"IsMasterProtein"	"LOC107385025"	"XP_015814078.1"	"49.1112574061883"	"96"	"283"	"91"	"1"	"1519"	"164.492"	"6.24"	"1.00"	"1.01"	"1.22"	"0.98"	"0.86"	"1.45"	"1.53"	"1.32"	"1.12"	"11.24"	"8.51"	"12.61"	"8.18"	"7.27"	"6.00"	"10.61"	"7.02"	"5.75"	""	"96"	"0"	"0"	"Green"	"459.382638828719"
"False"	"IsMasterProtein"	"LOC107373383"	"XP_015797013.1"	"90.7834101382488"	"61"	"418"	"57"	"1"	"434"	"47.506"	"6.67"	"1.10"	"0.91"	"1.52"	"1.16"	"0.72"	"1.00"	"1.57"	"1.17"	"1.46"	"6.39"	"6.63"	"8.54"	"6.79"	"7.98"	"8.54"	"5.58"	"7.58"	"4.46"	""	"61"	"0"	"0"	"Green"	"429.709430757205"
"False"	"IsMasterProtein"	"atp5b"	"XP_015807912.1"	"80.3468208092486"	"39"	"190"	"37"	"1"	"519"	"55.298"	"5.22"	"0.99"	"1.02"	"1.31"	"0.96"	"0.93"	"1.27"	"1.41"	"1.26"	"1.48"	"6.43"	"9.88"	"12.36"	"7.02"	"6.19"	"6.48"	"8.86"	"9.43"	"4.46"	""	"39"	"0"	"0"	"Green"	"421.811105325302"
"False"	"IsMasterProtein"	"LOC107384141"	"XP_015812709.1"	"72.6107226107226"	"66"	"213"	"64"	"1"	"858"	"95.56"	"6.61"	"1.03"	"0.81"	"1.10"	"1.31"	"1.11"	"1.86"	"1.09"	"1.02"	"1.24"	"5.71"	"10.09"	"10.33"	"3.04"	"8.75"	"8.65"	"7.11"	"8.41"	"6.57"	""	"66"	"0"	"0"	"Green"	"395.662015490328"
"False"	"IsMasterProtein"	"LOC107387972"	"XP_015818762.1"	"98.3471074380165"	"55"	"551"	"55"	"1"	"363"	"39.676"	"8.05"	"1.00"	"0.81"	"1.40"	"1.30"	"0.78"	"1.35"	"1.27"	"0.99"	"1.36"	"4.31"	"4.09"	"6.00"	"4.71"	"3.55"	"3.69"	"4.70"	"2.65"	"3.12"	""	"55"	"0"	"0"	"Green"	"393.151154406282"
"False"	"IsMasterProtein"	"LOC107388012"	"XP_015818828.1"	"70.2051739518287"	"82"	"181"	"81"	"1"	"1121"	"125.443"	"5.71"	"0.99"	"1.07"	"1.45"	"0.86"	"0.76"	"1.21"	"1.21"	"1.22"	"2.02"	"4.15"	"8.71"	"12.73"	"5.44"	"7.93"	"4.05"	"8.93"	"5.50"	"2.67"	""	"82"	"0"	"0"	"Green"	"371.317098279266"
"False"	"IsMasterProtein"	"pgm1"	"XP_015826479.1"	"79.3226381461676"	"47"	"174"	"46"	"1"	"561"	"61.06"	"6.55"	"1.03"	"0.92"	"1.56"	"1.30"	"0.70"	"1.27"	"1.53"	"1.09"	"1.53"	"3.84"	"5.96"	"5.76"	"12.99"	"7.49"	"5.39"	"5.79"	"7.46"	"9.19"	""	"47"	"0"	"0"	"Green"	"368.605591874004"
"False"	"IsMasterProtein"	"K2C1_HUMAN"	"(Common contaminant protein)"	"74.1835147744946"	"50"	"114"	"50"	"1"	"643"	"65.847"	"8.12"	"3.08"	"1.64"	"1.06"	"0.69"	"0.42"	"1.84"	"1.24"	"0.81"	"1.60"	"30.61"	"38.40"	"13.30"	"20.77"	"23.25"	"30.85"	"16.15"	"13.13"	"26.87"	""	"50"	"0"	"0"	"Green"	"355.325462572254"
"False"	"IsMasterProtein"	"LOC107381730"	"XP_015809053.1"	"47.8098788443616"	"56"	"156"	"56"	"1"	"1073"	"112.809"	"7.3"	"0.91"	"0.97"	"1.24"	"0.97"	"0.95"	"1.34"	"1.35"	"1.24"	"1.50"	"12.10"	"8.38"	"10.00"	"9.73"	"6.82"	"6.44"	"10.74"	"8.23"	"5.61"	""	"56"	"0"	"0"	"Green"	"350.415912508751"
"False"	"IsMasterProtein"	"acta1"	"XP_015808241.1"	"75.3315649867374"	"37"	"239"	"37"	"1"	"377"	"41.918"	"5.39"	"0.74"	"2.55"	"1.08"	"0.81"	"1.12"	"1.01"	"1.13"	"1.12"	"0.96"	"5.83"	"6.95"	"7.15"	"4.86"	"7.61"	"3.75"	"3.75"	"6.24"	"5.40"	""	"37"	"0"	"0"	"Green"	"347.207242480074"
"False"	"IsMasterProtein"	"agl"	"XP_015813078.1"	"55.8880936890046"	"83"	"160"	"83"	"1"	"1537"	"174.367"	"6.44"	"1.08"	"0.96"	"1.31"	"1.07"	"0.71"	"1.26"	"1.52"	"1.23"	"1.44"	"4.59"	"7.43"	"10.59"	"5.18"	"7.86"	"7.65"	"6.75"	"4.71"	"3.78"	""	"83"	"0"	"0"	"Green"	"344.778624989191"
"False"	"IsMasterProtein"	"eno1"	"XP_015823179.1"	"81.4814814814815"	"42"	"203"	"41"	"1"	"432"	"47.174"	"6.18"	"1.05"	"1.02"	"1.19"	"1.01"	"0.85"	"1.22"	"1.50"	"1.31"	"1.30"	"10.99"	"7.03"	"11.63"	"10.04"	"8.17"	"8.87"	"6.01"	"7.16"	"10.01"	""	"42"	"0"	"0"	"Green"	"328.535101770566"
"False"	"IsMasterProtein"	"LOC107395776"	"XP_015830718.1"	"78.4172661870504"	"40"	"266"	"40"	"1"	"417"	"46.911"	"7.71"	"0.99"	"1.02"	"1.49"	"0.99"	"0.86"	"1.23"	"1.30"	"1.18"	"1.62"	"9.63"	"11.49"	"20.52"	"7.72"	"8.21"	"5.64"	"6.16"	"3.93"	"16.58"	""	"40"	"0"	"0"	"Green"	"323.956094660452"
"False"	"IsMasterProtein"	"actn3"	"XP_015801889.1"	"68.8963210702341"	"60"	"136"	"60"	"1"	"897"	"103.554"	"5.3"	"0.80"	"1.78"	"1.32"	"0.72"	"1.12"	"1.29"	"1.17"	"1.32"	"0.92"	"13.44"	"10.59"	"18.61"	"9.17"	"9.02"	"12.44"	"13.63"	"14.43"	"9.69"	""	"60"	"0"	"0"	"Green"	"313.119180871819"
"False"	"IsMasterProtein"	"LOC107382785"	"XP_015810557.1"	"6.7497204919342"	"208"	"330"	"198"	"1"	"31305"	"3475.758"	"6.38"	"0.99"	"0.99"	"1.14"	"0.94"	"1.14"	"1.39"	"1.16"	"1.05"	"1.07"	"14.20"	"10.16"	"15.73"	"6.35"	"7.83"	"10.65"	"11.57"	"8.79"	"8.08"	""	"208"	"0"	"0"	"Green"	"309.295926222639"
"False"	"IsMasterProtein"	"LOC107383970"	"XP_015812417.1"	"83.01329394387"	"50"	"164"	"49"	"1"	"677"	"73.007"	"6.7"	"1.15"	"1.10"	"1.46"	"1.20"	"1.05"	"1.23"	"1.22"	"0.86"	"1.33"	"7.51"	"10.14"	"6.89"	"4.87"	"4.64"	"5.73"	"5.30"	"6.53"	"5.04"	""	"50"	"0"	"0"	"Green"	"308.680089540399"
"False"	"IsMasterProtein"	"LOC107383784"	"XP_015812068.1"	"47.462096242584"	"74"	"143"	"73"	"1"	"1517"	"170.949"	"6.71"	"1.05"	"1.06"	"1.27"	"0.88"	"0.97"	"1.36"	"1.27"	"1.30"	"1.01"	"8.84"	"8.11"	"12.52"	"11.50"	"7.83"	"8.50"	"11.98"	"13.88"	"4.96"	""	"74"	"0"	"0"	"Green"	"305.7005345845"
"False"	"IsMasterProtein"	"gpi"	"XP_015809558.1"	"80.5405405405405"	"52"	"165"	"52"	"1"	"555"	"62.674"	"7.03"	"0.98"	"0.95"	"1.39"	"1.42"	"0.78"	"1.37"	"1.34"	"1.04"	"1.47"	"5.03"	"3.98"	"8.78"	"6.10"	"10.66"	"8.87"	"4.80"	"5.61"	"6.55"	""	"52"	"0"	"0"	"Green"	"305.369953771532"
"False"	"IsMasterProtein"	"LOC107374749"	"XP_015798470.1"	"77.8584392014519"	"58"	"212"	"57"	"1"	"551"	"59.784"	"9.1"	"1.02"	"0.97"	"1.30"	"0.92"	"0.91"	"1.30"	"1.43"	"1.23"	"1.42"	"6.65"	"6.83"	"7.83"	"5.39"	"6.75"	"8.24"	"5.83"	"7.38"	"3.67"	""	"58"	"0"	"0"	"Green"	"304.009113849699"
"False"	"IsMasterProtein"	"ampd1"	"XP_015832464.1"	"64.9243466299862"	"56"	"152"	"56"	"1"	"727"	"83.916"	"6.67"	"0.99"	"0.59"	"1.18"	"1.59"	"1.02"	"2.20"	"1.13"	"0.97"	"0.79"	"8.15"	"12.67"	"9.62"	"7.43"	"4.35"	"5.45"	"6.86"	"6.29"	"6.40"	""	"56"	"0"	"0"	"Green"	"300.045913201461"
"False"	"IsMasterProtein"	"smyd1"	"XP_015798838.1"	"86.9022869022869"	"43"	"152"	"43"	"1"	"481"	"54.213"	"7.3"	"0.97"	"1.05"	"1.31"	"1.10"	"0.86"	"1.45"	"1.49"	"1.30"	"1.22"	"5.54"	"7.04"	"9.47"	"12.98"	"10.41"	"12.77"	"8.01"	"6.22"	"4.79"	""	"43"	"0"	"0"	"Green"	"292.980748313987"
"False"	"IsMasterProtein"	"naca"	"XP_015823781.1"	"74.2528735632184"	"67"	"157"	"67"	"1"	"870"	"89.303"	"9.25"	"0.93"	"0.72"	"0.94"	"1.38"	"1.22"	"1.85"	"1.24"	"1.07"	"1.23"	"6.01"	"11.82"	"8.13"	"9.61"	"5.14"	"5.93"	"8.50"	"11.32"	"2.64"	""	"67"	"0"	"0"	"Green"	"291.139116630807"
"False"	"IsMasterProtein"	"pgk1"	"XP_015816723.1"	"86.810551558753"	"43"	"206"	"43"	"1"	"417"	"44.568"	"6.28"	"1.06"	"0.94"	"1.39"	"1.23"	"0.73"	"1.28"	"1.52"	"1.17"	"1.36"	"3.10"	"7.23"	"9.14"	"7.90"	"11.96"	"4.38"	"7.17"	"6.48"	"6.12"	""	"43"	"0"	"0"	"Green"	"287.965784573669"
"False"	"IsMasterProtein"	"aco2"	"XP_015819157.1"	"69.0140845070423"	"54"	"131"	"52"	"1"	"781"	"84.57"	"7.59"	"0.91"	"0.93"	"1.27"	"0.96"	"0.86"	"1.25"	"1.31"	"1.28"	"1.48"	"9.79"	"10.18"	"11.97"	"3.87"	"7.77"	"11.73"	"12.99"	"11.91"	"8.69"	""	"54"	"0"	"0"	"Green"	"282.275133263255"
"False"	"IsMasterProtein"	"LOC107388798"	"XP_015819990.1"	"65.929203539823"	"45"	"140"	"43"	"1"	"452"	"50.611"	"7.85"	"0.99"	"0.95"	"1.35"	"1.15"	"0.98"	"1.61"	"1.21"	"1.18"	"1.58"	"10.59"	"13.11"	"11.26"	"4.98"	"10.26"	"10.79"	"8.96"	"7.24"	"4.85"	""	"45"	"0"	"0"	"Green"	"276.35403467582"
"False"	"IsMasterProtein"	"LOC107395751"	"XP_015830688.1"	"48.2450103234687"	"58"	"126"	"58"	"1"	"1453"	"160.793"	"5.53"	"1.42"	"1.12"	"1.37"	"1.26"	"1.42"	"1.10"	"0.72"	"0.68"	"1.25"	"10.70"	"10.33"	"18.11"	"4.85"	"9.52"	"9.28"	"16.44"	"24.79"	"7.99"	""	"58"	"0"	"0"	"Green"	"275.975211731458"
"False"	"IsMasterProtein"	"LOC107383461"	"XP_015811570.1"	"50.6930693069307"	"53"	"129"	"52"	"1"	"1010"	"111.208"	"5.38"	"0.96"	"1.05"	"1.25"	"1.13"	"0.93"	"1.50"	"1.40"	"1.26"	"1.28"	"12.88"	"14.75"	"16.69"	"9.63"	"7.88"	"12.72"	"17.72"	"11.09"	"12.10"	""	"53"	"0"	"0"	"Green"	"273.776448797379"
"False"	"IsMasterProtein"	"LOC107386319"	"XP_015816109.1"	"56.9553805774278"	"37"	"475"	"35"	"1"	"381"	"43.021"	"6.81"	"0.89"	"1.00"	"1.21"	"1.11"	"0.91"	"1.34"	"1.31"	"1.17"	"1.07"	"7.62"	"10.59"	"5.29"	"5.19"	"4.42"	"4.34"	"12.52"	"4.72"	"5.36"	""	"37"	"0"	"0"	"Green"	"270.422161923129"
"False"	"IsMasterProtein"	"LOC107392070"	"XP_015825124.1"	"71.6216216216216"	"27"	"80"	"26"	"1"	"444"	"49.612"	"4.92"	"1.12"	"1.04"	"1.24"	"1.12"	"0.94"	"1.54"	"1.32"	"1.09"	"1.17"	"13.41"	"19.76"	"14.24"	"10.75"	"7.24"	"14.26"	"12.40"	"10.87"	"5.45"	""	"27"	"0"	"0"	"Green"	"268.775399803978"
"False"	"IsMasterProtein"	"LOC107384035"	"XP_015812534.1"	"51.2605042016807"	"46"	"139"	"46"	"1"	"833"	"90.935"	"8.27"	"1.09"	"0.89"	"1.51"	"1.38"	"0.78"	"1.45"	"1.14"	"0.96"	"1.26"	"5.50"	"7.66"	"14.34"	"13.55"	"6.54"	"3.34"	"7.40"	"7.08"	"7.56"	""	"46"	"0"	"0"	"Green"	"265.447060685426"
"False"	"IsMasterProtein"	"hadha"	"XP_015825063.1"	"55.307994757536"	"45"	"106"	"45"	"1"	"763"	"82.566"	"8.73"	"0.90"	"0.94"	"1.20"	"0.93"	"0.95"	"1.24"	"1.33"	"1.26"	"1.53"	"10.78"	"9.42"	"16.43"	"3.11"	"5.16"	"10.15"	"11.04"	"13.86"	"13.50"	""	"45"	"0"	"0"	"Green"	"262.371184869302"
"False"	"IsMasterProtein"	"npepps"	"XP_015809995.1"	"54.1442411194833"	"52"	"118"	"52"	"1"	"929"	"103.669"	"5.85"	"0.95"	"1.02"	"1.30"	"1.05"	"0.83"	"1.35"	"1.49"	"1.30"	"1.35"	"7.03"	"10.71"	"10.77"	"8.73"	"10.54"	"8.94"	"10.41"	"12.63"	"7.11"	""	"52"	"0"	"0"	"Green"	"253.870966335755"
"False"	"IsMasterProtein"	"LOC107385644"	"XP_015815169.1"	"44.331797235023"	"45"	"85"	"44"	"1"	"1085"	"122.59"	"5.14"	"0.97"	"0.99"	"1.24"	"1.06"	"0.99"	"1.60"	"1.43"	"1.32"	"1.26"	"7.34"	"10.98"	"12.78"	"8.06"	"9.66"	"17.32"	"11.85"	"14.07"	"7.12"	""	"45"	"0"	"0"	"Green"	"248.637200628815"
"False"	"IsMasterProtein"	"LOC107374849"	"XP_015798617.1"	"90.7035175879397"	"34"	"166"	"32"	"1"	"398"	"44.04"	"6.25"	"0.81"	"0.73"	"0.99"	"1.60"	"1.17"	"2.02"	"1.19"	"0.94"	"1.32"	"14.53"	"12.19"	"12.99"	"7.21"	"3.40"	"13.56"	"11.84"	"10.79"	"7.25"	""	"34"	"0"	"0"	"Green"	"246.310634359564"
"False"	"IsMasterProtein"	"K1C9_HUMAN"	"(Common contaminant protein)"	"63.2423756019262"	"34"	"87"	"34"	"1"	"623"	"62.092"	"5.3"	"2.72"	"1.48"	"0.75"	"0.69"	"0.34"	"1.76"	"1.23"	"0.80"	"1.39"	"5.47"	"9.30"	"23.57"	"17.93"	"40.71"	"13.62"	"4.84"	"9.27"	"11.78"	""	"34"	"0"	"0"	"Green"	"242.092279422275"
"False"	"IsMasterProtein"	"uba1"	"XP_015823476.1"	"50.0473036896878"	"49"	"107"	"47"	"1"	"1057"	"117.689"	"5.66"	"1.06"	"0.97"	"1.19"	"1.12"	"0.94"	"1.39"	"1.35"	"1.17"	"1.28"	"15.06"	"11.89"	"15.27"	"9.42"	"9.65"	"15.10"	"11.89"	"16.03"	"7.47"	""	"49"	"0"	"0"	"Green"	"242.052891354608"
"False"	"IsMasterProtein"	"tpi1"	"XP_015805722.1"	"95.1417004048583"	"32"	"240"	"32"	"1"	"247"	"26.54"	"7.33"	"1.01"	"0.90"	"1.40"	"1.29"	"0.78"	"1.30"	"1.43"	"1.09"	"1.31"	"7.72"	"8.96"	"4.08"	"8.32"	"9.53"	"4.15"	"6.99"	"4.89"	"4.85"	""	"32"	"0"	"0"	"Green"	"241.693022319237"
"False"	"IsMasterProtein"	"LOC107381034"	"XP_015807999.1"	"74.8251748251748"	"31"	"91"	"31"	"1"	"429"	"47.686"	"6.52"	"1.05"	"1.15"	"1.38"	"1.05"	"1.08"	"1.12"	"1.23"	"0.86"	"1.43"	"9.84"	"6.25"	"13.88"	"9.34"	"7.78"	"10.41"	"10.90"	"8.43"	"8.24"	""	"31"	"0"	"0"	"Green"	"232.009021547352"
"False"	"IsMasterProtein"	"LOC107373441"	"XP_015797060.1"	"67.4646354733406"	"54"	"148"	"52"	"1"	"1838"	"195.394"	"7.8"	"1.47"	"0.89"	"1.05"	"1.16"	"0.92"	"1.39"	"1.57"	"0.93"	"1.10"	"15.65"	"7.07"	"9.57"	"16.82"	"10.70"	"12.68"	"8.74"	"8.62"	"8.75"	""	"54"	"0"	"0"	"Green"	"231.282050802376"
"False"	"IsMasterProtein"	"LOC107390306"	"XP_015822422.1"	"97.9865771812081"	"24"	"581"	"23"	"1"	"149"	"16.863"	"7.34"	"1.01"	"0.90"	"1.21"	"1.41"	"0.84"	"1.49"	"1.31"	"1.01"	"1.27"	"6.31"	"6.63"	"7.63"	"4.97"	"5.57"	"7.70"	"13.61"	"2.78"	"4.29"	""	"24"	"0"	"0"	"Green"	"230.439672409768"
"False"	"IsMasterProtein"	"mdh2"	"XP_015804678.1"	"89.0207715133531"	"28"	"120"	"28"	"1"	"337"	"35.382"	"8.15"	"1.09"	"1.01"	"1.31"	"0.93"	"0.85"	"1.26"	"1.42"	"1.28"	"1.46"	"6.30"	"8.43"	"9.02"	"8.10"	"4.44"	"7.35"	"6.21"	"4.79"	"4.48"	""	"28"	"0"	"0"	"Green"	"229.671695838159"
"False"	"IsMasterProtein"	"eprs"	"XP_015809400.1"	"42.5691244239631"	"61"	"91"	"60"	"1"	"1736"	"191.927"	"8.37"	"0.98"	"0.73"	"0.90"	"1.42"	"0.98"	"1.75"	"1.16"	"1.02"	"1.35"	"26.50"	"6.66"	"7.21"	"21.47"	"8.84"	"9.25"	"9.21"	"8.22"	"18.19"	""	"61"	"0"	"0"	"Green"	"229.300328541686"
"False"	"IsMasterProtein"	"LOC107373943"	"XP_015797574.1"	"55.0617283950617"	"33"	"119"	"33"	"1"	"405"	"44.981"	"6.3"	"0.79"	"1.30"	"2.04"	"0.56"	"0.65"	"1.00"	"1.96"	"1.28"	"1.45"	"14.14"	"12.34"	"18.26"	"13.04"	"8.42"	"12.31"	"10.23"	"5.57"	"7.35"	""	"33"	"0"	"0"	"Green"	"226.823600554267"
"False"	"IsMasterProtein"	"LOC107394932"	"XP_015829638.1"	"66.017316017316"	"36"	"117"	"36"	"1"	"462"	"50.293"	"9.17"	"0.92"	"0.84"	"1.14"	"1.54"	"1.16"	"1.82"	"1.27"	"0.97"	"1.36"	"17.63"	"12.20"	"14.14"	"11.49"	"7.31"	"8.78"	"10.56"	"11.92"	"5.66"	""	"36"	"0"	"0"	"Green"	"223.631201191869"
"False"	"IsMasterProtein"	"LOC107386347"	"XP_015816161.1"	"53.2507739938081"	"42"	"153"	"41"	"1"	"646"	"70.778"	"5.36"	"0.91"	"0.92"	"1.12"	"1.16"	"1.04"	"1.59"	"1.25"	"1.05"	"1.21"	"8.58"	"6.61"	"7.86"	"6.57"	"4.63"	"9.89"	"6.99"	"5.30"	"3.50"	""	"42"	"0"	"0"	"Green"	"221.255524346109"
"False"	"IsMasterProtein"	"LOC107395215"	"XP_015830023.1"	"60.1485148514851"	"47"	"118"	"46"	"1"	"808"	"89.634"	"5.6"	"0.94"	"0.92"	"1.08"	"1.25"	"0.95"	"1.53"	"1.31"	"1.06"	"1.22"	"5.07"	"3.77"	"6.11"	"5.90"	"10.29"	"7.32"	"5.85"	"8.64"	"6.78"	""	"47"	"0"	"0"	"Green"	"217.792953520122"
"False"	"IsMasterProtein"	"LOC107378076"	"XP_015803579.1"	"49.585635359116"	"46"	"124"	"45"	"1"	"724"	"83.349"	"5.16"	"0.96"	"0.79"	"1.03"	"1.36"	"1.06"	"1.82"	"1.12"	"0.98"	"1.26"	"4.38"	"9.04"	"5.50"	"7.94"	"5.24"	"3.58"	"12.32"	"5.36"	"3.47"	""	"46"	"0"	"0"	"Green"	"216.922579009229"
"False"	"IsMasterProtein"	"got2"	"XP_015808432.1"	"78.7383177570093"	"38"	"125"	"37"	"1"	"428"	"47.065"	"8.91"	"1.02"	"1.07"	"1.40"	"0.92"	"0.93"	"1.29"	"1.44"	"1.22"	"1.41"	"8.75"	"11.69"	"19.68"	"20.25"	"9.95"	"11.85"	"12.91"	"14.00"	"14.54"	""	"38"	"0"	"0"	"Green"	"216.871032264"
