"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (126) / (131)"	"Ratios: (127_N) / (131)"	"Ratios: (127_C) / (131)"	"Ratios: (128_N) / (131)"	"Ratios: (128_C) / (131)"	"Ratios: (129_N) / (131)"	"Ratios: (129_C) / (131)"	"Ratios: (130_N) / (131)"	"Ratios: (130_C) / (131)"	"Ratio Standard Errors [%]: (126) / (131)"	"Ratio Standard Errors [%]: (127_N) / (131)"	"Ratio Standard Errors [%]: (127_C) / (131)"	"Ratio Standard Errors [%]: (128_N) / (131)"	"Ratio Standard Errors [%]: (128_C) / (131)"	"Ratio Standard Errors [%]: (129_N) / (131)"	"Ratio Standard Errors [%]: (129_C) / (131)"	"Ratio Standard Errors [%]: (130_N) / (131)"	"Ratio Standard Errors [%]: (130_C) / (131)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"hspa5"	"XP_015798159.1"	"62.1745788667688"	"46"	"125"	"46"	"1"	"653"	"72.112"	"5.11"	"0.33"	"1.03"	"1.09"	"1.10"	"0.95"	"1.06"	"1.37"	"0.95"	"0.91"	"34.82"	"3.10"	"3.26"	"4.79"	"4.00"	"7.68"	"2.83"	"6.07"	"9.71"	""	"46"	"0"	"0"	"Green"	"275.236844569694"
"False"	"IsMasterProtein"	"atp5b"	"XP_015807912.1"	"68.5934489402698"	"29"	"83"	"27"	"1"	"519"	"55.298"	"5.22"	"0.17"	"0.89"	"0.99"	"1.15"	"1.15"	"1.24"	"1.08"	"0.93"	"0.93"	"15.94"	"5.41"	"7.53"	"6.96"	"15.28"	"9.72"	"7.64"	"3.40"	"2.99"	""	"29"	"0"	"0"	"Green"	"268.705526161702"
"False"	"IsMasterProtein"	"ftcd"	"XP_015813408.1"	"77.797833935018"	"38"	"85"	"37"	"1"	"554"	"60.278"	"5.82"	"0.39"	"0.78"	"0.90"	"1.21"	"1.02"	"1.31"	"0.94"	"0.81"	"1.22"	"39.92"	"4.67"	"5.98"	"5.08"	"15.32"	"6.98"	"4.75"	"12.43"	"3.91"	""	"38"	"0"	"0"	"Green"	"268.110125458034"
"False"	"IsMasterProtein"	"aco1"	"XP_015813666.1"	"56.8232662192394"	"48"	"76"	"48"	"1"	"894"	"98.94"	"6.67"	"0.48"	"1.00"	"1.17"	"0.93"	"1.10"	"1.24"	"1.02"	"0.86"	"0.97"	"26.90"	"9.05"	"3.87"	"5.58"	"6.25"	"3.98"	"8.47"	"4.51"	"2.97"	""	"48"	"0"	"0"	"Green"	"267.441514705112"
"False"	"IsMasterProtein"	"pdia4"	"XP_015810830.1"	"61.3707165109034"	"50"	"99"	"48"	"1"	"642"	"71.833"	"4.91"	"0.57"	"0.90"	"1.10"	"1.03"	"1.02"	"1.29"	"1.23"	"0.76"	"0.83"	"28.41"	"7.38"	"3.21"	"7.03"	"4.03"	"1.90"	"3.96"	"5.31"	"2.12"	""	"50"	"0"	"0"	"Green"	"261.869697515247"
"False"	"IsMasterProtein"	"LOC107387362"	"XP_015817780.1"	"77.2277227722772"	"34"	"70"	"34"	"1"	"505"	"54.946"	"6.57"	"0.27"	"0.87"	"1.03"	"0.99"	"1.03"	"1.27"	"0.98"	"0.91"	"1.05"	"40.43"	"10.45"	"9.45"	"6.68"	"10.55"	"7.58"	"4.11"	"3.16"	"3.50"	""	"34"	"0"	"0"	"Green"	"260.30095836647"
"False"	"IsMasterProtein"	"LOC107387751"	"XP_015818399.1"	"71.4022140221402"	"42"	"97"	"42"	"1"	"542"	"59.767"	"8.13"	"0.45"	"1.18"	"1.11"	"0.77"	"0.85"	"1.04"	"1.20"	"1.09"	"0.97"	"40.02"	"8.89"	"5.05"	"1.35"	"5.31"	"2.82"	"3.32"	"7.23"	"2.32"	""	"42"	"0"	"0"	"Green"	"258.661796133729"
"False"	"IsMasterProtein"	"gapdh"	"XP_015805687.1"	"92.4924924924925"	"37"	"156"	"36"	"1"	"333"	"35.9"	"7.87"	"0.43"	"0.79"	"0.99"	"1.13"	"1.04"	"1.22"	"0.93"	"0.82"	"1.07"	"45.05"	"5.47"	"7.46"	"2.34"	"5.42"	"3.69"	"4.42"	"2.08"	"7.15"	""	"37"	"0"	"0"	"Green"	"253.681278908204"
"False"	"IsMasterProtein"	"LOC107391531"	"XP_015824350.1"	"29.2961069602831"	"58"	"64"	"58"	"1"	"2543"	"270.967"	"5.71"	"0.55"	"0.95"	"1.24"	"0.91"	"0.79"	"0.83"	"1.24"	"0.93"	"0.89"	"10.86"	"12.90"	"9.85"	"14.49"	"3.85"	"13.59"	"4.11"	"8.51"	"5.43"	""	"58"	"0"	"0"	"Green"	"253.08247681482"
"False"	"IsMasterProtein"	"dmgdh"	"XP_015798615.1"	"53.1034482758621"	"44"	"74"	"44"	"1"	"870"	"96.482"	"7.55"	"0.59"	"0.97"	"1.08"	"1.01"	"1.09"	"1.32"	"0.94"	"0.90"	"1.01"	"36.73"	"6.32"	"3.51"	"8.36"	"3.72"	"4.69"	"3.09"	"4.04"	"0.54"	""	"44"	"0"	"0"	"Green"	"252.205340874619"
"False"	"IsMasterProtein"	"LOC107373383"	"XP_015797013.1"	"90.0921658986175"	"48"	"161"	"44"	"1"	"434"	"47.506"	"6.67"	"0.40"	"1.02"	"1.01"	"1.18"	"1.17"	"1.11"	"1.08"	"0.89"	"1.09"	"50.46"	"5.54"	"0.94"	"3.20"	"4.48"	"3.04"	"2.58"	"2.19"	"4.37"	""	"48"	"0"	"0"	"Green"	"251.568226694611"
"False"	"IsMasterProtein"	"cat"	"XP_015807662.1"	"77.4193548387097"	"43"	"86"	"43"	"1"	"527"	"59.502"	"8.03"	"0.37"	"0.80"	"0.96"	"1.35"	"1.32"	"1.47"	"0.84"	"0.70"	"0.92"	"17.44"	"10.32"	"4.20"	"7.75"	"3.96"	"9.13"	"3.89"	"5.73"	"2.39"	""	"43"	"0"	"0"	"Green"	"251.345181361494"
"False"	"IsMasterProtein"	"LOC107387857"	"XP_015818572.1"	"49.1449144914491"	"54"	"80"	"53"	"1"	"1111"	"121.637"	"6.92"	"0.45"	"0.73"	"1.02"	"1.23"	"1.02"	"1.21"	"0.90"	"0.99"	"0.90"	"29.19"	"0.57"	"4.37"	"3.08"	"12.25"	"10.84"	"1.34"	"7.21"	"10.73"	""	"54"	"0"	"0"	"Green"	"245.709483153651"
"False"	"IsMasterProtein"	"LOC107389174"	"XP_015820666.1"	"79.2607802874743"	"37"	"64"	"37"	"1"	"487"	"56.43"	"8.72"	"0.46"	"1.06"	"1.98"	"0.87"	"0.68"	"0.92"	"0.76"	"0.97"	"0.87"	"63.77"	"14.75"	"18.36"	"4.01"	"19.38"	"5.70"	"11.77"	"19.54"	"11.71"	""	"37"	"0"	"0"	"Green"	"244.482496666032"
"False"	"IsMasterProtein"	"hsp90ab1"	"XP_015802974.1"	"68.551724137931"	"52"	"82"	"48"	"1"	"725"	"83.533"	"5.02"	"0.44"	"0.99"	"1.01"	"1.00"	"1.08"	"1.09"	"1.14"	"0.90"	"0.88"	"34.87"	"2.16"	"1.27"	"3.44"	"3.13"	"6.37"	"3.92"	"8.87"	"3.00"	""	"52"	"0"	"0"	"Green"	"242.672254625459"
"False"	"IsMasterProtein"	"hadha"	"XP_015825063.1"	"61.7300131061599"	"42"	"65"	"42"	"1"	"763"	"82.566"	"8.73"	"0.60"	"0.88"	"1.06"	"0.86"	"1.13"	"1.24"	"1.13"	"0.89"	"0.88"	"49.84"	"6.03"	"4.87"	"1.67"	"14.21"	"9.20"	"7.33"	"10.67"	"8.20"	""	"42"	"0"	"0"	"Green"	"241.300130471137"
"False"	"IsMasterProtein"	"pdia3"	"XP_015819354.1"	"76.969696969697"	"47"	"90"	"47"	"1"	"495"	"55.363"	"5.6"	"0.44"	"0.89"	"1.11"	"1.09"	"0.99"	"1.20"	"1.37"	"0.82"	"0.85"	"26.95"	"4.07"	"2.93"	"1.34"	"3.12"	"1.19"	"4.37"	"3.21"	"5.82"	""	"47"	"0"	"0"	"Green"	"239.949043571486"
"False"	"IsMasterProtein"	"LOC107374749"	"XP_015798470.1"	"75.4990925589837"	"46"	"104"	"45"	"1"	"551"	"59.784"	"9.1"	"0.49"	"0.89"	"1.02"	"1.08"	"1.13"	"1.31"	"1.10"	"0.87"	"0.94"	"28.97"	"4.31"	"2.61"	"5.01"	"3.65"	"0.96"	"7.81"	"4.61"	"3.05"	""	"46"	"0"	"0"	"Green"	"238.67676366921"
"False"	"IsMasterProtein"	"LOC107375611"	"XP_015799711.1"	"92.032967032967"	"44"	"168"	"44"	"1"	"364"	"39.62"	"8.13"	"0.40"	"0.80"	"0.96"	"1.01"	"1.00"	"1.18"	"0.99"	"0.88"	"1.05"	"8.80"	"7.21"	"3.46"	"3.85"	"4.65"	"3.92"	"4.07"	"4.05"	"7.54"	""	"44"	"0"	"0"	"Green"	"238.666136363303"
"False"	"IsMasterProtein"	"uroc1"	"XP_015815274.1"	"69.4814814814815"	"35"	"82"	"35"	"1"	"675"	"74.837"	"6.49"	"0.34"	"0.97"	"1.04"	"1.00"	"1.19"	"1.23"	"0.91"	"0.97"	"1.01"	"15.20"	"2.88"	"4.52"	"0.54"	"4.53"	"12.54"	"8.97"	"5.39"	"10.27"	""	"35"	"0"	"0"	"Green"	"235.808714095809"
"False"	"IsMasterProtein"	"aldh2"	"XP_015805005.1"	"68.8588007736944"	"35"	"64"	"33"	"1"	"517"	"56.604"	"6.11"	"0.45"	"1.00"	"1.03"	"1.00"	"1.04"	"1.14"	"1.14"	"1.04"	"1.01"	"42.53"	"4.21"	"4.70"	"4.94"	"4.66"	"9.82"	"1.07"	"3.67"	"6.41"	""	"35"	"0"	"0"	"Green"	"233.098465341811"
"False"	"IsMasterProtein"	"LOC107397073"	"XP_015832458.1"	"73.6486486486486"	"24"	"62"	"23"	"1"	"444"	"49.64"	"4.92"	"0.56"	"0.74"	"0.98"	"0.95"	"0.99"	"1.18"	"1.19"	"1.06"	"0.97"	"59.80"	"18.50"	"14.39"	"16.81"	"10.15"	"8.76"	"4.41"	"8.04"	"13.28"	""	"24"	"0"	"0"	"Green"	"232.867237833657"
"False"	"IsMasterProtein"	"LOC107385971"	"XP_015815602.1"	"72.2753346080306"	"41"	"79"	"40"	"1"	"523"	"57.431"	"6.55"	"0.40"	"0.95"	"1.20"	"1.19"	"1.17"	"1.24"	"0.91"	"0.80"	"0.94"	"67.11"	"2.00"	"0.43"	"4.25"	"7.74"	"11.90"	"4.93"	"5.80"	"4.52"	""	"41"	"0"	"0"	"Green"	"227.379517598678"
"False"	"IsMasterProtein"	"LOC107374907"	"XP_015798681.1"	"72.106824925816"	"24"	"60"	"24"	"1"	"337"	"36.666"	"7.3"	"0.51"	"0.90"	"0.99"	"0.89"	"0.98"	"1.24"	"0.97"	"0.91"	"0.99"	"66.43"	"13.33"	"12.67"	"10.93"	"15.02"	"4.07"	"4.09"	"6.25"	"7.15"	""	"24"	"0"	"0"	"Green"	"226.148395651858"
"False"	"IsMasterProtein"	"aldh6a1"	"XP_015825631.1"	"71.8631178707224"	"34"	"66"	"34"	"1"	"526"	"56.934"	"8.1"	"0.45"	"1.03"	"1.03"	"0.84"	"1.11"	"1.21"	"1.06"	"0.97"	"0.95"	"57.64"	"0.69"	"10.91"	"7.37"	"12.58"	"12.22"	"5.42"	"5.41"	"6.61"	""	"34"	"0"	"0"	"Green"	"225.989907416555"
"False"	"IsMasterProtein"	"actb"	"XP_015800880.1"	"71.8085106382979"	"30"	"103"	"30"	"1"	"376"	"41.811"	"5.48"	"0.59"	"0.85"	"1.14"	"0.95"	"0.88"	"0.92"	"1.41"	"1.06"	"1.04"	"20.60"	"3.43"	"3.60"	"6.66"	"9.07"	"8.58"	"2.32"	"3.20"	"6.12"	""	"30"	"0"	"0"	"Green"	"223.097934107949"
"False"	"IsMasterProtein"	"LOC107374077"	"XP_015797719.1"	"72.2044728434505"	"44"	"71"	"44"	"1"	"626"	"68.055"	"6.79"	"0.50"	"0.91"	"1.11"	"1.05"	"1.03"	"1.19"	"1.08"	"0.88"	"1.01"	"47.35"	"5.10"	"7.27"	"3.42"	"5.53"	"4.72"	"9.90"	"5.43"	"6.33"	""	"44"	"0"	"0"	"Green"	"216.084359857463"
"False"	"IsMasterProtein"	"LOC107394933"	"XP_015829639.1"	"76.1388286334056"	"42"	"94"	"41"	"1"	"461"	"50.458"	"9.11"	"0.55"	"0.92"	"1.07"	"1.08"	"1.04"	"1.09"	"1.07"	"0.93"	"0.98"	"40.41"	"8.08"	"7.43"	"13.19"	"9.52"	"11.78"	"8.10"	"6.20"	"7.97"	""	"42"	"0"	"0"	"Green"	"213.941547102702"
"False"	"IsMasterProtein"	"abat"	"XP_015830500.1"	"58.8822355289421"	"26"	"39"	"25"	"1"	"501"	"55.761"	"7.15"	"0.44"	"0.92"	"1.08"	"0.95"	"1.22"	"1.27"	"0.89"	"0.93"	"0.88"	"40.72"	"12.00"	"18.61"	"5.98"	"20.50"	"9.70"	"11.62"	"6.98"	"3.05"	""	"26"	"0"	"0"	"Green"	"213.424440383545"
"False"	"IsMasterProtein"	"oplah"	"XP_015810821.1"	"36.8895567242675"	"45"	"64"	"45"	"1"	"1331"	"144.447"	"6.37"	"0.60"	"0.97"	"0.99"	"1.04"	"1.09"	"1.30"	"0.82"	"0.84"	"1.04"	"55.13"	"9.67"	"7.97"	"8.85"	"7.61"	"12.17"	"5.67"	"7.74"	"5.91"	""	"45"	"0"	"0"	"Green"	"213.145474985005"
"False"	"IsMasterProtein"	"snd1"	"XP_015815216.1"	"51.4818880351262"	"44"	"70"	"41"	"1"	"911"	"102"	"7.21"	"0.29"	"0.89"	"0.97"	"0.86"	"0.93"	"1.19"	"1.06"	"0.90"	"1.05"	"13.18"	"4.98"	"13.17"	"9.59"	"3.96"	"5.61"	"12.05"	"11.25"	"11.13"	""	"44"	"0"	"0"	"Green"	"212.526079924777"
"False"	"IsMasterProtein"	"hgd"	"XP_015810807.1"	"91.196388261851"	"26"	"52"	"26"	"1"	"443"	"49.902"	"6.24"	"0.13"	"0.98"	"1.17"	"1.02"	"1.07"	"1.08"	"1.19"	"0.99"	"0.99"	"29.70"	"16.60"	"11.90"	"2.43"	"9.62"	"9.66"	"2.39"	"5.25"	"6.16"	""	"26"	"0"	"0"	"Green"	"212.403557217134"
"False"	"IsMasterProtein"	"LOC107377205"	"XP_015802160.1"	"42.8152492668622"	"37"	"51"	"35"	"1"	"1023"	"112.42"	"5.53"	"0.37"	"0.78"	"0.98"	"0.99"	"1.03"	"1.15"	"0.96"	"0.83"	"0.89"	"13.21"	"4.98"	"15.70"	"7.70"	"7.74"	"3.52"	"11.06"	"9.07"	"8.40"	""	"37"	"0"	"0"	"Green"	"208.909981523294"
"False"	"IsMasterProtein"	"p4hb"	"XP_015822342.1"	"63.7781629116118"	"49"	"118"	"48"	"1"	"577"	"63.772"	"4.78"	"0.55"	"0.90"	"1.07"	"1.09"	"0.93"	"1.23"	"1.27"	"0.81"	"0.88"	"16.77"	"3.58"	"6.63"	"3.43"	"2.84"	"0.91"	"6.95"	"2.39"	"5.29"	""	"49"	"0"	"0"	"Green"	"207.113633892679"
"False"	"IsMasterProtein"	"uba1"	"XP_015823476.1"	"43.1409649952696"	"39"	"55"	"38"	"1"	"1057"	"117.689"	"5.66"	"0.45"	"0.84"	"1.03"	"0.92"	"0.98"	"1.08"	"1.12"	"0.90"	"0.87"	"34.71"	"15.28"	"13.28"	"8.01"	"8.71"	"5.66"	"13.15"	"3.49"	"6.23"	""	"39"	"0"	"0"	"Green"	"205.119299059366"
