"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (126) / (131)"	"Ratios: (127_N) / (131)"	"Ratios: (127_C) / (131)"	"Ratios: (128_N) / (131)"	"Ratios: (128_C) / (131)"	"Ratios: (129_N) / (131)"	"Ratios: (129_C) / (131)"	"Ratios: (130_N) / (131)"	"Ratios: (130_C) / (131)"	"Ratio Standard Errors [%]: (126) / (131)"	"Ratio Standard Errors [%]: (127_N) / (131)"	"Ratio Standard Errors [%]: (127_C) / (131)"	"Ratio Standard Errors [%]: (128_N) / (131)"	"Ratio Standard Errors [%]: (128_C) / (131)"	"Ratio Standard Errors [%]: (129_N) / (131)"	"Ratio Standard Errors [%]: (129_C) / (131)"	"Ratio Standard Errors [%]: (130_N) / (131)"	"Ratio Standard Errors [%]: (130_C) / (131)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"LOC107383970"	"XP_015812417.1"	"74.1506646971935"	"44"	"118"	"44"	"1"	"677"	"73.007"	"6.7"	"0.61"	"1.04"	"1.22"	"1.49"	"1.16"	"1.10"	"1.17"	"1.20"	"1.09"	"34.07"	"3.70"	"1.62"	"17.60"	"4.01"	"5.37"	"10.73"	"8.66"	"7.30"	""	"44"	"0"	"0"	"Green"	"297.709502971867"
"False"	"IsMasterProtein"	"LOC107386790"	"XP_015816898.1"	"75.8260869565217"	"36"	"82"	"36"	"1"	"575"	"62.499"	"6.67"	"0.20"	"1.09"	"1.00"	"1.36"	"1.19"	"1.04"	"1.05"	"1.25"	"1.18"	"27.33"	"5.07"	"1.21"	"8.23"	"9.08"	"6.48"	"7.09"	"6.12"	"4.82"	""	"36"	"0"	"0"	"Green"	"289.404297372534"
"False"	"IsMasterProtein"	"LOC107390366"	"XP_015822504.1"	"72.7272727272727"	"35"	"152"	"35"	"1"	"451"	"50.132"	"5.06"	"0.23"	"1.07"	"1.04"	"1.43"	"1.10"	"1.09"	"1.03"	"1.20"	"1.21"	"52.41"	"8.30"	"5.62"	"13.83"	"3.04"	"0.95"	"7.09"	"6.84"	"12.85"	""	"35"	"0"	"0"	"Green"	"282.02354401399"
"False"	"IsMasterProtein"	"LOC107384380"	"XP_015813110.1"	"57.5539568345324"	"53"	"79"	"51"	"1"	"834"	"93.552"	"7.8"	"0.32"	"1.16"	"1.08"	"1.26"	"1.20"	"1.13"	"1.15"	"1.18"	"1.06"	"86.22"	"11.24"	"2.67"	"13.05"	"5.71"	"0.78"	"13.16"	"13.85"	"11.72"	""	"53"	"0"	"0"	"Green"	"280.665820214511"
"False"	"IsMasterProtein"	"LOC107393700"	"XP_015827735.1"	"78.8659793814433"	"35"	"72"	"34"	"1"	"582"	"63.62"	"6.7"	"0.27"	"1.13"	"0.97"	"1.29"	"1.15"	"1.08"	"1.05"	"1.23"	"1.14"	"32.58"	"8.17"	"8.46"	"10.34"	"9.79"	"12.21"	"17.37"	"12.11"	"4.69"	""	"35"	"0"	"0"	"Green"	"280.469629663326"
"False"	"IsMasterProtein"	"LOC107393925"	"XP_015828041.1"	"70.9677419354839"	"52"	"72"	"50"	"1"	"806"	"89.284"	"5.3"	"0.36"	"1.13"	"1.09"	"1.52"	"1.33"	"1.05"	"1.22"	"1.09"	"1.20"	"70.44"	"9.18"	"3.89"	"10.85"	"6.02"	"2.48"	"1.57"	"8.37"	"8.39"	""	"52"	"0"	"0"	"Green"	"273.93415252732"
"False"	"IsMasterProtein"	"LOC107381266"	"XP_015808342.1"	"74.9134948096886"	"41"	"94"	"38"	"1"	"578"	"63.072"	"7.2"	"0.28"	"1.13"	"1.09"	"1.31"	"1.10"	"1.13"	"1.06"	"1.29"	"1.21"	"41.56"	"6.11"	"5.47"	"4.93"	"7.92"	"10.12"	"11.23"	"4.41"	"6.04"	""	"41"	"0"	"0"	"Green"	"273.496959589365"
"False"	"IsMasterProtein"	"LOC107394873"	"XP_015829520.1"	"44.5205479452055"	"51"	"102"	"51"	"1"	"1022"	"112.737"	"5.41"	"0.42"	"1.20"	"1.10"	"1.49"	"1.26"	"1.20"	"1.07"	"1.13"	"1.13"	"56.56"	"5.87"	"2.93"	"8.45"	"5.39"	"9.05"	"12.63"	"4.08"	"2.62"	""	"51"	"0"	"0"	"Green"	"270.797958926504"
"False"	"IsMasterProtein"	"atp6v1a"	"XP_015810675.1"	"77.9578606158833"	"44"	"82"	"43"	"1"	"617"	"68.423"	"5.58"	"0.33"	"1.16"	"1.08"	"1.45"	"1.20"	"1.08"	"1.18"	"1.16"	"1.27"	"56.64"	"9.87"	"5.54"	"8.98"	"2.03"	"2.15"	"5.84"	"13.71"	"1.61"	""	"44"	"0"	"0"	"Green"	"264.031333535181"
"False"	"IsMasterProtein"	"LOC107396234"	"XP_015831327.1"	"69.9074074074074"	"33"	"66"	"32"	"1"	"648"	"70.423"	"5.99"	"0.23"	"1.05"	"1.08"	"1.41"	"1.15"	"1.05"	"1.00"	"1.10"	"1.16"	"42.77"	"7.99"	"4.96"	"2.66"	"6.53"	"3.66"	"5.23"	"7.68"	"2.15"	""	"33"	"0"	"0"	"Green"	"251.509021621255"
"False"	"IsMasterProtein"	"LOC107386347"	"XP_015816161.1"	"71.0526315789474"	"51"	"137"	"50"	"1"	"646"	"70.778"	"5.36"	"0.40"	"1.10"	"1.04"	"1.51"	"1.28"	"1.10"	"1.17"	"1.11"	"1.15"	"80.09"	"4.98"	"3.60"	"7.93"	"1.25"	"6.43"	"12.98"	"5.09"	"4.91"	""	"51"	"0"	"0"	"Green"	"247.270944728575"
"False"	"IsMasterProtein"	"LOC107394263"	"XP_015828620.1"	"28.5968028419183"	"40"	"56"	"38"	"1"	"1689"	"192.118"	"5.66"	"0.22"	"1.18"	"1.08"	"1.36"	"1.26"	"1.10"	"1.15"	"1.24"	"1.21"	"37.41"	"12.21"	"3.83"	"5.90"	"10.66"	"14.09"	"5.69"	"12.09"	"14.64"	""	"40"	"0"	"0"	"Green"	"246.637926783036"
"False"	"IsMasterProtein"	"LOC107382412"	"XP_015810027.1"	"52.8710725893825"	"48"	"71"	"46"	"1"	"923"	"103.048"	"6.18"	"0.36"	"1.15"	"1.26"	"1.31"	"1.08"	"1.28"	"1.17"	"1.43"	"1.40"	"86.76"	"7.49"	"4.74"	"7.77"	"10.89"	"2.88"	"8.46"	"10.07"	"8.46"	""	"48"	"0"	"0"	"Green"	"242.984878144512"
"False"	"IsMasterProtein"	"uba1"	"XP_015823476.1"	"57.9943235572375"	"53"	"72"	"51"	"1"	"1057"	"117.689"	"5.66"	"0.38"	"1.11"	"1.04"	"1.50"	"1.29"	"1.17"	"1.15"	"1.04"	"1.19"	"65.32"	"7.61"	"3.54"	"11.42"	"3.06"	"10.77"	"14.99"	"9.63"	"4.38"	""	"53"	"0"	"0"	"Green"	"238.977318408652"
"False"	"IsMasterProtein"	"hsp90ab1"	"XP_015802974.1"	"67.448275862069"	"53"	"94"	"48"	"1"	"725"	"83.533"	"5.02"	"0.38"	"1.11"	"1.13"	"1.66"	"1.34"	"1.17"	"1.29"	"1.11"	"1.17"	"86.58"	"1.66"	"8.57"	"8.26"	"4.19"	"11.33"	"10.24"	"4.89"	"6.70"	""	"53"	"0"	"0"	"Green"	"238.932632489454"
"False"	"IsMasterProtein"	"actb"	"XP_015800880.1"	"70.2127659574468"	"29"	"136"	"29"	"1"	"376"	"41.811"	"5.48"	"0.39"	"1.05"	"1.00"	"1.35"	"1.10"	"1.06"	"1.10"	"1.07"	"1.17"	"59.23"	"8.40"	"4.51"	"6.59"	"8.17"	"5.47"	"9.32"	"2.13"	"8.32"	""	"29"	"0"	"0"	"Green"	"237.368537404908"
"False"	"IsMasterProtein"	"LOC107382658"	"XP_015810376.1"	"52.9113924050633"	"36"	"51"	"35"	"1"	"790"	"86.207"	"7.01"	"0.18"	"1.09"	"1.12"	"1.37"	"1.07"	"1.11"	"1.13"	"1.24"	"1.29"	"9.98"	"8.37"	"1.08"	"2.90"	"5.74"	"5.61"	"5.30"	"5.95"	"9.09"	""	"36"	"0"	"0"	"Green"	"237.180866544189"
"False"	"IsMasterProtein"	"c3"	"XP_015824898.1"	"42.2596754057428"	"62"	"72"	"61"	"1"	"1602"	"179.627"	"6.05"	"0.30"	"0.77"	"1.05"	"1.46"	"0.91"	"0.98"	"2.04"	"0.84"	"0.83"	"50.43"	"4.13"	"5.12"	"7.79"	"5.86"	"1.99"	"14.72"	"2.76"	"5.71"	""	"62"	"0"	"0"	"Green"	"235.115277364371"
"False"	"IsMasterProtein"	"eno1"	"XP_015823179.1"	"87.7314814814815"	"37"	"114"	"36"	"1"	"432"	"47.174"	"6.18"	"0.43"	"1.21"	"1.06"	"1.43"	"1.18"	"1.15"	"1.22"	"1.10"	"1.18"	"47.88"	"2.06"	"5.68"	"3.52"	"3.57"	"1.75"	"4.87"	"3.91"	"7.79"	""	"37"	"0"	"0"	"Green"	"233.017870342466"
"False"	"IsMasterProtein"	"LOC107378535"	"XP_015804279.1"	"76.4578833693304"	"39"	"75"	"38"	"1"	"463"	"53.217"	"5.59"	"0.36"	"1.20"	"1.08"	"0.99"	"0.79"	"0.74"	"1.53"	"1.26"	"1.30"	"75.16"	"12.06"	"5.34"	"7.37"	"5.98"	"6.66"	"6.85"	"1.58"	"9.58"	""	"39"	"0"	"0"	"Green"	"232.665764931041"
"False"	"IsMasterProtein"	"nsf"	"XP_015800675.1"	"68.1879194630872"	"54"	"89"	"54"	"1"	"745"	"82.418"	"6.89"	"0.35"	"1.18"	"1.10"	"1.49"	"1.24"	"1.07"	"1.11"	"1.23"	"1.15"	"82.55"	"3.56"	"4.32"	"4.26"	"4.67"	"2.11"	"9.64"	"5.14"	"7.10"	""	"54"	"0"	"0"	"Green"	"232.18062697756"
"False"	"IsMasterProtein"	"aco2"	"XP_015819157.1"	"63.2522407170295"	"43"	"70"	"42"	"1"	"781"	"84.57"	"7.59"	"0.35"	"1.12"	"1.05"	"1.36"	"1.23"	"1.09"	"1.27"	"1.20"	"1.19"	"48.27"	"11.28"	"6.12"	"16.73"	"8.05"	"10.94"	"3.59"	"4.81"	"7.10"	""	"43"	"0"	"0"	"Green"	"222.860486516057"
"False"	"IsMasterProtein"	"pgk1"	"XP_015816723.1"	"88.2494004796163"	"32"	"67"	"32"	"1"	"417"	"44.568"	"6.28"	"0.35"	"1.10"	"1.16"	"1.46"	"1.19"	"1.15"	"1.16"	"1.18"	"1.22"	"83.59"	"8.97"	"9.05"	"8.78"	"6.77"	"13.27"	"14.08"	"7.27"	"12.78"	""	"32"	"0"	"0"	"Green"	"220.772635837612"
"False"	"IsMasterProtein"	"npepps"	"XP_015809995.1"	"48.1162540365985"	"44"	"60"	"44"	"1"	"929"	"103.669"	"5.85"	"0.22"	"1.14"	"1.05"	"1.42"	"1.23"	"1.11"	"1.18"	"1.24"	"1.21"	"58.30"	"9.77"	"6.11"	"12.82"	"14.73"	"11.38"	"12.66"	"7.35"	"9.41"	""	"44"	"0"	"0"	"Green"	"214.584726704147"
"False"	"IsMasterProtein"	"ap2a1"	"XP_015824737.1"	"49.0644490644491"	"40"	"53"	"39"	"1"	"962"	"106.244"	"6.65"	"0.38"	"1.06"	"1.11"	"1.38"	"1.20"	"1.14"	"1.25"	"1.30"	"1.31"	"67.84"	"6.23"	"4.84"	"6.71"	"13.03"	"22.47"	"13.78"	"13.91"	"16.36"	""	"40"	"0"	"0"	"Green"	"214.268679960383"
"False"	"IsMasterProtein"	"hspd1"	"XP_015821248.1"	"72.5217391304348"	"38"	"65"	"38"	"1"	"575"	"60.946"	"5.72"	"0.34"	"1.22"	"1.07"	"1.46"	"1.26"	"1.18"	"1.20"	"1.20"	"1.20"	"56.89"	"7.07"	"2.94"	"13.73"	"12.11"	"8.91"	"10.55"	"3.90"	"6.67"	""	"38"	"0"	"0"	"Green"	"214.147118926633"
"False"	"IsMasterProtein"	"LOC107374749"	"XP_015798470.1"	"73.8656987295826"	"44"	"103"	"43"	"1"	"551"	"59.784"	"9.1"	"0.55"	"1.17"	"1.08"	"1.40"	"1.28"	"1.19"	"1.12"	"1.08"	"1.06"	"49.24"	"3.47"	"3.03"	"13.33"	"3.62"	"1.30"	"10.28"	"5.80"	"12.82"	""	"44"	"0"	"0"	"Green"	"212.225463245186"
"False"	"IsMasterProtein"	"LOC107384816"	"XP_015813766.1"	"36.9494290375204"	"49"	"65"	"48"	"1"	"1226"	"134.619"	"5.91"	"0.44"	"1.09"	"1.02"	"1.35"	"1.20"	"1.07"	"1.11"	"1.11"	"1.12"	"34.33"	"2.21"	"2.88"	"4.11"	"3.58"	"8.19"	"10.12"	"6.52"	"3.86"	""	"49"	"0"	"0"	"Green"	"212.031586378297"
"False"	"IsMasterProtein"	"gdi1"	"XP_015822434.1"	"75.27352297593"	"33"	"64"	"32"	"1"	"457"	"51.246"	"5.35"	"0.16"	"1.23"	"1.24"	"1.71"	"1.36"	"1.29"	"1.11"	"1.33"	"1.37"	"61.20"	"6.02"	"0.73"	"4.91"	"7.65"	"24.10"	"11.93"	"3.47"	"4.36"	""	"33"	"0"	"0"	"Green"	"210.897583596463"
"False"	"IsMasterProtein"	"nefm"	"XP_015832313.1"	"50.7874015748031"	"53"	"77"	"53"	"1"	"1016"	"112.431"	"4.69"	"0.70"	"1.02"	"1.08"	"1.24"	"1.11"	"1.21"	"1.29"	"1.23"	"1.28"	"6.10"	"3.07"	"7.42"	"2.50"	"2.43"	"7.83"	"8.50"	"8.30"	"4.67"	""	"53"	"0"	"0"	"Green"	"210.641699400858"
"False"	"IsMasterProtein"	"gapdhs"	"XP_015804977.1"	"80.8955223880597"	"29"	"160"	"29"	"1"	"335"	"36.101"	"6.99"	"0.65"	"1.08"	"1.09"	"1.40"	"1.16"	"1.00"	"1.24"	"1.17"	"1.15"	"41.91"	"6.10"	"7.00"	"5.82"	"18.48"	"13.11"	"8.54"	"7.90"	"9.66"	""	"29"	"0"	"0"	"Green"	"209.506444333831"
"False"	"IsMasterProtein"	"LOC107391340"	"XP_015824099.1"	"66.4804469273743"	"44"	"84"	"44"	"1"	"537"	"58.813"	"5.26"	"0.47"	"1.07"	"1.10"	"1.18"	"0.90"	"0.84"	"1.48"	"1.38"	"1.37"	"54.72"	"5.60"	"2.82"	"1.91"	"2.31"	"3.60"	"4.38"	"4.89"	"3.87"	""	"44"	"0"	"0"	"Green"	"208.636563161229"
"False"	"IsMasterProtein"	"LOC107376217"	"XP_015800690.1"	"35.1172273190622"	"66"	"77"	"65"	"1"	"1962"	"227.063"	"5.49"	"0.48"	"1.07"	"1.08"	"1.39"	"1.02"	"0.98"	"1.56"	"1.06"	"1.25"	"55.99"	"6.50"	"12.10"	"10.08"	"2.56"	"6.29"	"9.05"	"9.43"	"0.59"	""	"66"	"0"	"0"	"Green"	"208.322781494277"
"False"	"IsMasterProtein"	"dpysl5"	"XP_015803090.1"	"76.0141093474427"	"37"	"73"	"37"	"1"	"567"	"61.855"	"6.7"	"0.53"	"1.19"	"1.07"	"1.48"	"1.24"	"1.04"	"1.07"	"1.24"	"1.20"	"42.77"	"15.68"	"8.66"	"12.08"	"6.72"	"4.76"	"9.10"	"6.19"	"6.14"	""	"37"	"0"	"0"	"Green"	"207.882951121765"
"False"	"IsMasterProtein"	"actn4"	"XP_015806728.1"	"54.2888165038002"	"43"	"61"	"43"	"1"	"921"	"105.156"	"5.12"	"0.43"	"1.06"	"1.05"	"1.44"	"1.20"	"0.99"	"1.16"	"1.08"	"1.19"	"72.67"	"1.57"	"5.52"	"9.45"	"9.96"	"1.35"	"9.09"	"10.14"	"6.02"	""	"43"	"0"	"0"	"Green"	"204.648913464551"
"False"	"IsMasterProtein"	"map2"	"XP_015831329.1"	"32.630410654828"	"51"	"68"	"49"	"1"	"1802"	"201.881"	"4.88"	"0.44"	"1.09"	"1.07"	"1.44"	"1.18"	"0.97"	"0.96"	"1.21"	"1.21"	"8.77"	"6.30"	"5.99"	"7.29"	"10.08"	"20.31"	"9.29"	"9.99"	"6.42"	""	"51"	"0"	"0"	"Green"	"204.032221567204"
"False"	"IsMasterProtein"	"hadha"	"XP_015825063.1"	"57.6671035386632"	"41"	"65"	"40"	"1"	"763"	"82.566"	"8.73"	"0.46"	"1.12"	"1.09"	"1.39"	"1.24"	"1.10"	"1.30"	"1.18"	"1.15"	"50.09"	"12.25"	"11.86"	"17.70"	"6.47"	"8.25"	"8.98"	"11.71"	"9.59"	""	"41"	"0"	"0"	"Green"	"199.783957893162"
"False"	"IsMasterProtein"	"LOC107393303"	"XP_015827054.1"	"58.5081585081585"	"51"	"81"	"46"	"1"	"858"	"95.59"	"7.05"	"0.39"	"1.09"	"1.16"	"1.63"	"1.45"	"1.21"	"1.31"	"1.04"	"1.22"	"96.22"	"2.36"	"8.06"	"5.01"	"5.05"	"4.53"	"7.37"	"10.47"	"10.92"	""	"51"	"0"	"0"	"Green"	"196.040526774785"
"False"	"IsMasterProtein"	"LOC107389108"	"XP_015820543.1"	"54.7920433996383"	"30"	"67"	"30"	"1"	"553"	"61.889"	"6.79"	"0.27"	"1.16"	"1.14"	"1.43"	"1.22"	"1.10"	"1.29"	"1.18"	"1.28"	"63.54"	"11.40"	"7.96"	"2.00"	"2.25"	"5.70"	"3.13"	"7.30"	"9.40"	""	"30"	"0"	"0"	"Green"	"194.9136894221"
"False"	"IsMasterProtein"	"map1b"	"XP_015798519.1"	"31.5136476426799"	"49"	"57"	"49"	"1"	"2015"	"219.829"	"4.97"	"0.66"	"1.06"	"0.97"	"1.26"	"1.20"	"1.09"	"1.06"	"1.04"	"1.19"	"45.44"	"10.62"	"5.16"	"18.34"	"11.12"	"16.36"	"7.41"	"7.07"	"7.53"	""	"49"	"0"	"0"	"Green"	"194.36600917739"
"False"	"IsMasterProtein"	"LOC107397086"	"XP_015832471.1"	"53.8271604938272"	"36"	"55"	"35"	"1"	"810"	"88.686"	"4.7"	"0.54"	"1.08"	"1.08"	"1.49"	"1.27"	"1.15"	"1.12"	"1.15"	"1.19"	"77.44"	"5.57"	"8.23"	"6.47"	"19.04"	"11.26"	"5.40"	"10.31"	"3.45"	""	"36"	"0"	"0"	"Green"	"193.608862536305"
"False"	"IsMasterProtein"	"LOC107378574"	"XP_015804362.1"	"57.2961373390558"	"32"	"70"	"31"	"1"	"466"	"51.282"	"6.77"	"0.35"	"1.12"	"1.05"	"1.58"	"1.18"	"1.06"	"1.07"	"1.26"	"1.32"	"91.11"	"8.36"	"4.53"	"5.24"	"2.75"	"0.41"	"9.78"	"2.66"	"10.43"	""	"32"	"0"	"0"	"Green"	"191.490384503983"
"False"	"IsMasterProtein"	"agl"	"XP_015813078.1"	"37.8659726740403"	"52"	"58"	"51"	"1"	"1537"	"174.367"	"6.44"	"0.39"	"1.12"	"0.99"	"1.38"	"1.14"	"1.04"	"1.21"	"1.17"	"1.25"	"69.50"	"14.11"	"4.81"	"4.21"	"12.65"	"8.76"	"15.39"	"6.54"	"4.15"	""	"52"	"0"	"0"	"Green"	"191.007863665278"
"False"	"IsMasterProtein"	"ap2b1"	"XP_015817311.1"	"43.2914046121593"	"42"	"53"	"42"	"1"	"954"	"105.945"	"5.35"	"0.31"	"1.12"	"1.02"	"1.38"	"1.22"	"1.00"	"1.15"	"1.19"	"1.28"	"82.97"	"12.93"	"13.34"	"14.14"	"10.74"	"0.29"	"12.75"	"11.22"	"6.38"	""	"42"	"0"	"0"	"Green"	"187.73525836242"
"False"	"IsMasterProtein"	"cadps"	"XP_015814356.1"	"36.0059391239792"	"43"	"54"	"42"	"1"	"1347"	"153.142"	"6.09"	"0.51"	"1.05"	"1.06"	"1.39"	"1.19"	"1.03"	"1.25"	"1.16"	"1.16"	"64.07"	"7.96"	"6.65"	"6.41"	"3.26"	"4.24"	"10.81"	"2.43"	"5.69"	""	"43"	"0"	"0"	"Green"	"187.10056861622"
"False"	"IsMasterProtein"	"LOC107382174"	"XP_015809676.1"	"66.6666666666667"	"33"	"49"	"33"	"1"	"675"	"73.4"	"5.73"	"0.17"	"1.11"	"0.96"	"1.39"	"1.24"	"1.14"	"1.04"	"1.10"	"1.09"	"40.03"	"5.34"	"8.18"	"2.86"	"11.72"	"6.77"	"15.51"	"10.10"	"4.15"	""	"33"	"0"	"0"	"Green"	"181.975703337295"
"False"	"IsMasterProtein"	"dpysl4"	"XP_015817961.1"	"69.4055944055944"	"32"	"51"	"31"	"1"	"572"	"61.934"	"6.24"	"0.38"	"1.11"	"1.03"	"1.54"	"1.26"	"1.03"	"1.07"	"1.21"	"1.16"	"34.86"	"11.14"	"5.04"	"3.29"	"3.01"	"0.69"	"5.40"	"6.96"	"8.07"	""	"32"	"0"	"0"	"Green"	"181.857729876986"
"False"	"IsMasterProtein"	"LOC107375056"	"XP_015798888.1"	"60.2366863905325"	"45"	"53"	"45"	"1"	"845"	"94.509"	"5.16"	"0.57"	"1.04"	"1.08"	"1.58"	"1.36"	"1.07"	"1.18"	"1.15"	"1.09"	"64.13"	"6.46"	"2.11"	"6.51"	"0.68"	"7.03"	"4.56"	"17.66"	"13.39"	""	"45"	"0"	"0"	"Green"	"180.890710493442"
